step,time,pf_lat,pf_lon,pf_alt,t1_lat,t1_lon,t1_alt,t1_yaw,t1_vx,t1_vy,t1_vz,t1_spd,t2_lat,t2_lon,t2_alt,t2_yaw,t2_vx,t2_vy,t2_vz,t2_spd
116,11.6000,32.000000000,126.000000000,0.0000,32.125000000,126.026312181,0.0000,-90.0000,24.262409,17.644702,0.000000,30.000000,32.099079114,126.000000000,300.0000,-180.0000,-62.468049,85.979893,-169.426092,200.000000
117,11.7000,32.000000000,126.000000000,0.0000,32.125000000,126.026280390,0.0000,-90.0000,24.262419,17.644688,0.000000,30.000000,32.098898761,126.000000000,300.0000,-180.0000,-62.467736,85.979462,-169.426427,200.000000
118,11.8000,32.000000000,126.000000000,0.0000,32.125000000,126.026248598,0.0000,-90.0000,24.262429,17.644675,0.000000,30.000000,32.098718408,126.000000000,300.0000,-180.0000,-62.467422,85.979030,-169.426761,200.000000
119,11.9000,32.000000000,126.000000000,0.0000,32.125000000,126.026216806,0.0000,-90.0000,24.262439,17.644661,0.000000,30.000000,32.098538056,126.000000000,300.0000,-180.0000,-62.467109,85.978599,-169.427096,200.000000
120,12.0000,32.000000000,126.000000000,0.0000,32.125000000,126.026185015,0.0000,-90.0000,24.262449,17.644648,0.000000,30.000000,32.098357703,126.000000000,300.0000,-180.0000,-62.466795,85.978167,-169.427431,200.000000
121,12.1000,32.000000000,126.000000000,0.0000,32.125000000,126.026153223,0.0000,-90.0000,24.262458,17.644634,0.000000,30.000000,32.098177350,126.000000000,300.0000,-180.0000,-62.466482,85.977736,-169.427765,200.000000
122,12.2000,32.000000000,126.000000000,0.0000,32.125000000,126.026121432,0.0000,-90.0000,24.262468,17.644621,0.000000,30.000000,32.097996997,126.000000000,300.0000,-180.0000,-62.466168,85.977305,-169.428100,200.000000
123,12.3000,32.000000000,126.000000000,0.0000,32.125000000,126.026089640,0.0000,-90.0000,24.262478,17.644607,0.000000,30.000000,32.097816644,126.000000000,300.0000,-180.0000,-62.465855,85.976873,-169.428434,200.000000
124,12.4000,32.000000000,126.000000000,0.0000,32.125000000,126.026057849,0.0000,-90.0000,24.262488,17.644594,0.000000,30.000000,32.097636292,126.000000000,300.0000,-180.0000,-62.465541,85.976442,-169.428769,200.000000
125,12.5000,32.000000000,126.000000000,0.0000,32.125000000,126.026026057,0.0000,-90.0000,24.262497,17.644580,0.000000,30.000000,32.097455939,126.000000000,300.0000,-180.0000,-62.465228,85.976010,-169.429103,200.000000
126,12.6000,32.000000000,126.000000000,0.0000,32.125000000,126.025994266,0.0000,-90.0000,24.262507,17.644567,0.000000,30.000000,32.097275586,126.000000000,300.0000,-180.0000,-62.464914,85.975579,-169.429438,200.000000
127,12.7000,32.000000000,126.000000000,0.0000,32.125000000,126.025962474,0.0000,-90.0000,24.262517,17.644553,0.000000,30.000000,32.097095233,126.000000000,300.0000,-180.0000,-62.464601,85.975147,-169.429772,200.000000
128,12.8000,32.000000000,126.000000000,0.0000,32.125000000,126.025930683,0.0000,-90.0000,24.262527,17.644540,0.000000,30.000000,32.096914880,126.000000000,300.0000,-180.0000,-62.464287,85.974716,-169.430107,200.000000
129,12.9000,32.000000000,126.000000000,0.0000,32.125000000,126.025898891,0.0000,-90.0000,24.262537,17.644527,0.000000,30.000000,32.096734527,126.000000000,300.0000,-180.0000,-62.463974,85.974284,-169.430441,200.000000
130,13.0000,32.000000000,126.000000000,0.0000,32.125000000,126.025867099,0.0000,-90.0000,24.262546,17.644513,0.000000,30.000000,32.096554175,126.000000000,300.0000,-180.0000,-62.463660,85.973853,-169.430776,200.000000
131,13.1000,32.000000000,126.000000000,0.0000,32.125000000,126.025835308,0.0000,-90.0000,24.262556,17.644500,0.000000,30.000000,32.096373822,126.000000000,300.0000,-180.0000,-62.463347,85.973421,-169.431110,200.000000
132,13.2000,32.000000000,126.000000000,0.0000,32.125000000,126.025803516,0.0000,-90.0000,24.262566,17.644486,0.000000,30.000000,32.096193469,126.000000000,300.0000,-180.0000,-62.463033,85.972990,-169.431445,200.000000
133,13.3000,32.000000000,126.000000000,0.0000,32.125000000,126.025771725,0.0000,-90.0000,24.262576,17.644473,0.000000,30.000000,32.096013116,126.000000000,300.0000,-180.0000,-62.462720,85.972558,-169.431779,200.000000
134,13.4000,32.000000000,126.000000000,0.0000,32.125000000,126.025739933,0.0000,-90.0000,24.262586,17.644459,0.000000,30.000000,32.095832763,126.000000000,300.0000,-180.0000,-62.462406,85.972127,-169.432114,200.000000
135,13.5000,32.000000000,126.000000000,0.0000,32.125000000,126.025708142,0.0000,-90.0000,24.262595,17.644446,0.000000,30.000000,32.095652410,126.000000000,300.0000,-180.0000,-62.462093,85.971695,-169.432448,200.000000
136,13.6000,32.000000000,126.000000000,0.0000,32.125000000,126.025676350,0.0000,-90.0000,24.262605,17.644432,0.000000,30.000000,32.095472058,126.000000000,300.0000,-180.0000,-62.461779,85.971264,-169.432783,200.000000
137,13.7000,32.000000000,126.000000000,0.0000,32.125000000,126.025644559,0.0000,-90.0000,24.262615,17.644419,0.000000,30.000000,32.095291705,126.000000000,300.0000,-180.0000,-62.461466,85.970833,-169.433117,200.000000
138,13.8000,32.000000000,126.000000000,0.0000,32.125000000,126.025612767,0.0000,-90.0000,24.262625,17.644405,0.000000,30.000000,32.095111352,126.000000000,300.0000,-180.0000,-62.461152,85.970401,-169.433452,200.000000
139,13.9000,32.000000000,126.000000000,0.0000,32.125000000,126.025580976,0.0000,-90.0000,24.262635,17.644392,0.000000,30.000000,32.094930999,126.000000000,300.0000,-180.0000,-62.460839,85.969970,-169.433786,200.000000
140,14.0000,32.000000000,126.000000000,0.0000,32.125000000,126.025549184,0.0000,-90.0000,24.262644,17.644378,0.000000,30.000000,32.094750646,126.000000000,300.0000,-180.0000,-62.460526,85.969538,-169.434121,200.000000
141,14.1000,32.000000000,126.000000000,0.0000,32.125000000,126.025517393,0.0000,-90.0000,24.262654,17.644365,0.000000,30.000000,32.094570293,126.000000000,300.0000,-180.0000,-62.460212,85.969107,-169.434455,200.000000
142,14.2000,32.000000000,126.000000000,0.0000,32.125000000,126.025485601,0.0000,-90.0000,24.262664,17.644352,0.000000,30.000000,32.094389940,126.000000000,300.0000,-180.0000,-62.459899,85.968675,-169.434790,200.000000
143,14.3000,32.000000000,126.000000000,0.0000,32.125000000,126.025453809,0.0000,-90.0000,24.262674,17.644338,0.000000,30.000000,32.094209587,126.000000000,300.0000,-180.0000,-62.459585,85.968244,-169.435124,200.000000
144,14.4000,32.000000000,126.000000000,0.0000,32.125000000,126.025422018,0.0000,-90.0000,24.262683,17.644325,0.000000,30.000000,32.094029234,126.000000000,300.0000,-180.0000,-62.459272,85.967812,-169.435459,200.000000
145,14.5000,32.000000000,126.000000000,0.0000,32.125000000,126.025390226,0.0000,-90.0000,24.262693,17.644311,0.000000,30.000000,32.093848881,126.000000000,300.0000,-180.0000,-62.458958,85.967381,-169.435793,200.000000
146,14.6000,32.000000000,126.000000000,0.0000,32.125000000,126.025358435,0.0000,-90.0000,24.262703,17.644298,0.000000,30.000000,32.093668529,126.000000000,300.0000,-180.0000,-62.458645,85.966949,-169.436128,200.000000
147,14.7000,32.000000000,126.000000000,0.0000,32.125000000,126.025326643,0.0000,-90.0000,24.262713,17.644284,0.000000,30.000000,32.093488176,126.000000000,300.0000,-180.0000,-62.458331,85.966518,-169.436462,200.000000
148,14.8000,32.000000000,126.000000000,0.0000,32.125000000,126.025294852,0.0000,-90.0000,24.262723,17.644271,0.000000,30.000000,32.093307823,126.000000000,300.0000,-180.0000,-62.458018,85.966086,-169.436797,200.000000
149,14.9000,32.000000000,126.000000000,0.0000,32.125000000,126.025263060,0.0000,-90.0000,24.262732,17.644257,0.000000,30.000000,32.093127470,126.000000000,300.0000,-180.0000,-62.457704,85.965655,-169.437131,200.000000
150,15.0000,32.000000000,126.000000000,0.0000,32.125000000,126.025231269,0.0000,-90.0000,24.262742,17.644244,0.000000,30.000000,32.092947117,126.000000000,300.0000,-180.0000,-62.457391,85.965223,-169.437466,200.000000
151,15.1000,32.000000000,126.000000000,0.0000,32.125000000,126.025199477,0.0000,-90.0000,24.262752,17.644230,0.000000,30.000000,32.092766764,126.000000000,300.0000,-180.0000,-62.457077,85.964792,-169.437800,200.000000
152,15.2000,32.000000000,126.000000000,0.0000,32.125000000,126.025167686,0.0000,-90.0000,24.262762,17.644217,0.000000,30.000000,32.092586411,126.000000000,300.0000,-180.0000,-62.456764,85.964360,-169.438135,200.000000
153,15.3000,32.000000000,126.000000000,0.0000,32.125000000,126.025135894,0.0000,-90.0000,24.262772,17.644203,0.000000,30.000000,32.092406058,126.000000000,300.0000,-180.0000,-62.456450,85.963929,-169.438469,200.000000
154,15.4000,32.000000000,126.000000000,0.0000,32.125000000,126.025104102,0.0000,-90.0000,24.262781,17.644190,0.000000,30.000000,32.092225705,126.000000000,300.0000,-180.0000,-62.456137,85.963497,-169.438803,200.000000
155,15.5000,32.000000000,126.000000000,0.0000,32.125000000,126.025072311,0.0000,-90.0000,24.262791,17.644177,0.000000,30.000000,32.092045352,126.000000000,300.0000,-180.0000,-62.455823,85.963066,-169.439138,200.000000
156,15.6000,32.000000000,126.000000000,0.0000,32.125000000,126.025040519,0.0000,-90.0000,24.262801,17.644163,0.000000,30.000000,32.091864999,126.000000000,300.0000,-180.0000,-62.455510,85.962634,-169.439472,200.000000
157,15.7000,32.000000000,126.000000000,0.0000,32.125000000,126.025008728,0.0000,-90.0000,24.262811,17.644150,0.000000,30.000000,32.091684646,126.000000000,300.0000,-180.0000,-62.455196,85.962203,-169.439807,200.000000
158,15.8000,32.000000000,126.000000000,0.0000,32.125000000,126.024976936,0.0000,-90.0000,24.262821,17.644136,0.000000,30.000000,32.091504293,126.000000000,300.0000,-180.0000,-62.454883,85.961771,-169.440141,200.000000
159,15.9000,32.000000000,126.000000000,0.0000,32.125000000,126.024945145,0.0000,-90.0000,24.262830,17.644123,0.000000,30.000000,32.091323940,126.000000000,300.0000,-180.0000,-62.454569,85.961340,-169.440476,200.000000
160,16.0000,32.000000000,126.000000000,0.0000,32.125000000,126.024913353,0.0000,-90.0000,24.262840,17.644109,0.000000,30.000000,32.091143587,126.000000000,300.0000,-180.0000,-62.454256,85.960908,-169.440810,200.000000
161,16.1000,32.000000000,126.000000000,0.0000,32.125000000,126.024881562,0.0000,-90.0000,24.262850,17.644096,0.000000,30.000000,32.090963234,126.000000000,300.0000,-180.0000,-62.453942,85.960477,-169.441145,200.000000
162,16.2000,32.000000000,126.000000000,0.0000,32.125000000,126.024849770,0.0000,-90.0000,24.262860,17.644082,0.000000,30.000000,32.090782881,126.000000000,300.0000,-180.0000,-62.453629,85.960045,-169.441479,200.000000
163,16.3000,32.000000000,126.000000000,0.0000,32.125000000,126.024817979,0.0000,-90.0000,24.262869,17.644069,0.000000,30.000000,32.090602528,126.000000000,300.0000,-180.0000,-62.453315,85.959614,-169.441814,200.000000
164,16.4000,32.000000000,126.000000000,0.0000,32.125000000,126.024786187,0.0000,-90.0000,24.262879,17.644055,0.000000,30.000000,32.090422175,126.000000000,300.0000,-180.0000,-62.453002,85.959182,-169.442148,200.000000
165,16.5000,32.000000000,126.000000000,0.0000,32.125000000,126.024754396,0.0000,-90.0000,24.262889,17.644042,0.000000,30.000000,32.090241822,126.000000000,300.0000,-180.0000,-62.452688,85.958751,-169.442483,200.000000
166,16.6000,32.000000000,126.000000000,0.0000,32.125000000,126.024722604,0.0000,-90.0000,24.262899,17.644028,0.000000,30.000000,32.090061469,126.000000000,300.0000,-180.0000,-62.452375,85.958319,-169.442817,200.000000
167,16.7000,32.000000000,126.000000000,0.0000,32.125000000,126.024690812,0.0000,-90.0000,24.262909,17.644015,0.000000,30.000000,32.089881116,126.000000000,300.0000,-180.0000,-62.452061,85.957888,-169.443151,200.000000
168,16.8000,32.000000000,126.000000000,0.0000,32.125000000,126.024659021,0.0000,-90.0000,24.262918,17.644002,0.000000,30.000000,32.089700763,126.000000000,300.0000,-180.0000,-62.451748,85.957456,-169.443486,200.000000
169,16.9000,32.000000000,126.000000000,0.0000,32.125000000,126.024627229,0.0000,-90.0000,24.262928,17.643988,0.000000,30.000000,32.089520410,126.000000000,300.0000,-180.0000,-62.451434,85.957025,-169.443820,200.000000
170,17.0000,32.000000000,126.000000000,0.0000,32.125000000,126.024595438,0.0000,-90.0000,24.262938,17.643975,0.000000,30.000000,32.089340057,126.000000000,300.0000,-180.0000,-62.451121,85.956593,-169.444155,200.000000
171,17.1000,32.000000000,126.000000000,0.0000,32.125000000,126.024563646,0.0000,-90.0000,24.262948,17.643961,0.000000,30.000000,32.089159704,126.000000000,300.0000,-180.0000,-62.450807,85.956162,-169.444489,200.000000
172,17.2000,32.000000000,126.000000000,0.0000,32.125000000,126.024531855,0.0000,-90.0000,24.262958,17.643948,0.000000,30.000000,32.088979351,126.000000000,300.0000,-180.0000,-62.450494,85.955730,-169.444824,200.000000
173,17.3000,32.000000000,126.000000000,0.0000,32.125000000,126.024500063,0.0000,-90.0000,24.262967,17.643934,0.000000,30.000000,32.088798998,126.000000000,300.0000,-180.0000,-62.450180,85.955299,-169.445158,200.000000
174,17.4000,32.000000000,126.000000000,0.0000,32.125000000,126.024468272,0.0000,-90.0000,24.262977,17.643921,0.000000,30.000000,32.088618645,126.000000000,300.0000,-180.0000,-62.449867,85.954867,-169.445493,200.000000
175,17.5000,32.000000000,126.000000000,0.0000,32.125000000,126.024436480,0.0000,-90.0000,24.262987,17.643907,0.000000,30.000000,32.088438292,126.000000000,300.0000,-180.0000,-62.449553,85.954436,-169.445827,200.000000
176,17.6000,32.000000000,126.000000000,0.0000,32.125000000,126.024404689,0.0000,-90.0000,24.262997,17.643894,0.000000,30.000000,32.088257939,126.000000000,300.0000,-180.0000,-62.449240,85.954004,-169.446161,200.000000
177,17.7000,32.000000000,126.000000000,0.0000,32.125000000,126.024372897,0.0000,-90.0000,24.263007,17.643880,0.000000,30.000000,32.088077586,126.000000000,300.0000,-180.0000,-62.448926,85.953573,-169.446496,200.000000
178,17.8000,32.000000000,126.000000000,0.0000,32.125000000,126.024341105,0.0000,-90.0000,24.263016,17.643867,0.000000,30.000000,32.087897233,126.000000000,300.0000,-180.0000,-62.448613,85.953141,-169.446830,200.000000
179,17.9000,32.000000000,126.000000000,0.0000,32.125000000,126.024309314,0.0000,-90.0000,24.263026,17.643853,0.000000,30.000000,32.087716879,126.000000000,300.0000,-180.0000,-62.448299,85.952710,-169.447165,200.000000
180,18.0000,32.000000000,126.000000000,0.0000,32.125000000,126.024277522,0.0000,-90.0000,24.263036,17.643840,0.000000,30.000000,32.087536526,126.000000000,300.0000,-180.0000,-62.447986,85.952278,-169.447499,200.000000
181,18.1000,32.000000000,126.000000000,0.0000,32.125000000,126.024245731,0.0000,-90.0000,24.263046,17.643826,0.000000,30.000000,32.087356173,126.000000000,300.0000,-180.0000,-62.447672,85.951847,-169.447834,200.000000
182,18.2000,32.000000000,126.000000000,0.0000,32.125000000,126.024213939,0.0000,-90.0000,24.263055,17.643813,0.000000,30.000000,32.087175820,126.000000000,300.0000,-180.0000,-62.447358,85.951415,-169.448168,200.000000
183,18.3000,32.000000000,126.000000000,0.0000,32.125000000,126.024182148,0.0000,-90.0000,24.263065,17.643800,0.000000,30.000000,32.086995467,126.000000000,300.0000,-180.0000,-62.447045,85.950984,-169.448502,200.000000
184,18.4000,32.000000000,126.000000000,0.0000,32.125000000,126.024150356,0.0000,-90.0000,24.263075,17.643786,0.000000,30.000000,32.086815114,126.000000000,300.0000,-180.0000,-62.446731,85.950552,-169.448837,200.000000
185,18.5000,32.000000000,126.000000000,0.0000,32.125000000,126.024118565,0.0000,-90.0000,24.263085,17.643773,0.000000,30.000000,32.086634761,126.000000000,300.0000,-180.0000,-62.446418,85.950121,-169.449171,200.000000
186,18.6000,32.000000000,126.000000000,0.0000,32.125000000,126.024086773,0.0000,-90.0000,24.263095,17.643759,0.000000,30.000000,32.086454408,126.000000000,300.0000,-180.0000,-62.446104,85.949689,-169.449506,200.000000
187,18.7000,32.000000000,126.000000000,0.0000,32.125000000,126.024054982,0.0000,-90.0000,24.263104,17.643746,0.000000,30.000000,32.086274055,126.000000000,300.0000,-180.0000,-62.445791,85.949258,-169.449840,200.000000
188,18.8000,32.000000000,126.000000000,0.0000,32.125000000,126.024023190,0.0000,-90.0000,24.263114,17.643732,0.000000,30.000000,32.086093701,126.000000000,300.0000,-180.0000,-62.445477,85.948826,-169.450175,200.000000
189,18.9000,32.000000000,126.000000000,0.0000,32.125000000,126.023991398,0.0000,-90.0000,24.263124,17.643719,0.000000,30.000000,32.085913348,126.000000000,300.0000,-180.0000,-62.445164,85.948395,-169.450509,200.000000
190,19.0000,32.000000000,126.000000000,0.0000,32.125000000,126.023959607,0.0000,-90.0000,24.263134,17.643705,0.000000,30.000000,32.085732995,126.000000000,300.0000,-180.0000,-62.444850,85.947963,-169.450843,200.000000
191,19.1000,32.000000000,126.000000000,0.0000,32.125000000,126.023927815,0.0000,-90.0000,24.263144,17.643692,0.000000,30.000000,32.085552642,126.000000000,300.0000,-180.0000,-62.444537,85.947532,-169.451178,200.000000
192,19.2000,32.000000000,126.000000000,0.0000,32.125000000,126.023896024,0.0000,-90.0000,24.263153,17.643678,0.000000,30.000000,32.085372289,126.000000000,300.0000,-180.0000,-62.444223,85.947100,-169.451512,200.000000
193,19.3000,32.000000000,126.000000000,0.0000,32.125000000,126.023864232,0.0000,-90.0000,24.263163,17.643665,0.000000,30.000000,32.085191936,126.000000000,300.0000,-180.0000,-62.443910,85.946669,-169.451847,200.000000
194,19.4000,32.000000000,126.000000000,0.0000,32.125000000,126.023832441,0.0000,-90.0000,24.263173,17.643651,0.000000,30.000000,32.085011583,126.000000000,300.0000,-180.0000,-62.443596,85.946237,-169.452181,200.000000
195,19.5000,32.000000000,126.000000000,0.0000,32.125000000,126.023800649,0.0000,-90.0000,24.263183,17.643638,0.000000,30.000000,32.084831229,126.000000000,300.0000,-180.0000,-62.443283,85.945805,-169.452515,200.000000
196,19.6000,32.000000000,126.000000000,0.0000,32.125000000,126.023768858,0.0000,-90.0000,24.263193,17.643625,0.000000,30.000000,32.084650876,126.000000000,300.0000,-180.0000,-62.442969,85.945374,-169.452850,200.000000
197,19.7000,32.000000000,126.000000000,0.0000,32.125000000,126.023737066,0.0000,-90.0000,24.263202,17.643611,0.000000,30.000000,32.084470523,126.000000000,300.0000,-180.0000,-62.442656,85.944942,-169.453184,200.000000
198,19.8000,32.000000000,126.000000000,0.0000,32.125000000,126.023705275,0.0000,-90.0000,24.263212,17.643598,0.000000,30.000000,32.084290170,126.000000000,300.0000,-180.0000,-62.442342,85.944511,-169.453519,200.000000
199,19.9000,32.000000000,126.000000000,0.0000,32.125000000,126.023673483,0.0000,-90.0000,24.263222,17.643584,0.000000,30.000000,32.084109817,126.000000000,300.0000,-180.0000,-62.442029,85.944079,-169.453853,200.000000
200,20.0000,32.000000000,126.000000000,0.0000,32.125000000,126.023641692,0.0000,-90.0000,24.263232,17.643571,0.000000,30.000000,32.083929463,126.000000000,300.0000,-180.0000,-62.441715,85.943648,-169.454187,200.000000
201,20.1000,32.000000000,126.000000000,0.0000,32.125000000,126.023609900,0.0000,-90.0000,24.263242,17.643557,0.000000,30.000000,32.083749110,126.000000000,300.0000,-180.0000,-62.441402,85.943216,-169.454522,200.000000
202,20.2000,32.000000000,126.000000000,0.0000,32.125000000,126.023578108,0.0000,-90.0000,24.263251,17.643544,0.000000,30.000000,32.083568757,126.000000000,300.0000,-180.0000,-62.441088,85.942785,-169.454856,200.000000
203,20.3000,32.000000000,126.000000000,0.0000,32.125000000,126.023546317,0.0000,-90.0000,24.263261,17.643530,0.000000,30.000000,32.083388404,126.000000000,300.0000,-180.0000,-62.440775,85.942353,-169.455191,200.000000
204,20.4000,32.000000000,126.000000000,0.0000,32.125000000,126.023514525,0.0000,-90.0000,24.263271,17.643517,0.000000,30.000000,32.083208051,126.000000000,300.0000,-180.0000,-62.440461,85.941922,-169.455525,200.000000
205,20.5000,32.000000000,126.000000000,0.0000,32.125000000,126.023482734,0.0000,-90.0000,24.263281,17.643503,0.000000,30.000000,32.083027697,126.000000000,300.0000,-180.0000,-62.440148,85.941490,-169.455859,200.000000
206,20.6000,32.000000000,126.000000000,0.0000,32.125000000,126.023450942,0.0000,-90.0000,24.263290,17.643490,0.000000,30.000000,32.082847344,126.000000000,300.0000,-180.0000,-62.439834,85.941059,-169.456194,200.000000
207,20.7000,32.000000000,126.000000000,0.0000,32.125000000,126.023419151,0.0000,-90.0000,24.263300,17.643476,0.000000,30.000000,32.082666991,126.000000000,300.0000,-180.0000,-62.439520,85.940627,-169.456528,200.000000
208,20.8000,32.000000000,126.000000000,0.0000,32.125000000,126.023387359,0.0000,-90.0000,24.263310,17.643463,0.000000,30.000000,32.082486638,126.000000000,300.0000,-180.0000,-62.439207,85.940196,-169.456862,200.000000
209,20.9000,32.000000000,126.000000000,0.0000,32.125000000,126.023355568,0.0000,-90.0000,24.263320,17.643450,0.000000,30.000000,32.082306284,126.000000000,300.0000,-180.0000,-62.438893,85.939764,-169.457197,200.000000
210,21.0000,32.000000000,126.000000000,0.0000,32.125000000,126.023323776,0.0000,-90.0000,24.263330,17.643436,0.000000,30.000000,32.082125931,126.000000000,300.0000,-180.0000,-62.438580,85.939332,-169.457531,200.000000
211,21.1000,32.000000000,126.000000000,0.0000,32.125000000,126.023291985,0.0000,-90.0000,24.263339,17.643423,0.000000,30.000000,32.081945578,126.000000000,300.0000,-180.0000,-62.438266,85.938901,-169.457866,200.000000
212,21.2000,32.000000000,126.000000000,0.0000,32.125000000,126.023260193,0.0000,-90.0000,24.263349,17.643409,0.000000,30.000000,32.081765225,126.000000000,300.0000,-180.0000,-62.437953,85.938469,-169.458200,200.000000
213,21.3000,32.000000000,126.000000000,0.0000,32.125000000,126.023228401,0.0000,-90.0000,24.263359,17.643396,0.000000,30.000000,32.081584871,126.000000000,300.0000,-180.0000,-62.437639,85.938038,-169.458534,200.000000
214,21.4000,32.000000000,126.000000000,0.0000,32.125000000,126.023196610,0.0000,-90.0000,24.263369,17.643382,0.000000,30.000000,32.081404518,126.000000000,300.0000,-180.0000,-62.437326,85.937606,-169.458869,200.000000
215,21.5000,32.000000000,126.000000000,0.0000,32.125000000,126.023164818,0.0000,-90.0000,24.263379,17.643369,0.000000,30.000000,32.081224165,126.000000000,300.0000,-180.0000,-62.437012,85.937175,-169.459203,200.000000
216,21.6000,32.000000000,126.000000000,0.0000,32.125000000,126.023133027,0.0000,-90.0000,24.263388,17.643355,0.000000,30.000000,32.081043812,126.000000000,300.0000,-180.0000,-62.436699,85.936743,-169.459537,200.000000
217,21.7000,32.000000000,126.000000000,0.0000,32.125000000,126.023101235,0.0000,-90.0000,24.263398,17.643342,0.000000,30.000000,32.080863458,126.000000000,300.0000,-180.0000,-62.436385,85.936312,-169.459872,200.000000
218,21.8000,32.000000000,126.000000000,0.0000,32.125000000,126.023069444,0.0000,-90.0000,24.263408,17.643328,0.000000,30.000000,32.080683105,126.000000000,300.0000,-180.0000,-62.436072,85.935880,-169.460206,200.000000
219,21.9000,32.000000000,126.000000000,0.0000,32.125000000,126.023037652,0.0000,-90.0000,24.263418,17.643315,0.000000,30.000000,32.080502752,126.000000000,300.0000,-180.0000,-62.435758,85.935449,-169.460541,200.000000
220,22.0000,32.000000000,126.000000000,0.0000,32.125000000,126.023005861,0.0000,-90.0000,24.263428,17.643301,0.000000,30.000000,32.080322398,126.000000000,300.0000,-180.0000,-62.435445,85.935017,-169.460875,200.000000
221,22.1000,32.000000000,126.000000000,0.0000,32.125000000,126.022974069,0.0000,-90.0000,24.263437,17.643288,0.000000,30.000000,32.080142045,126.000000000,300.0000,-180.0000,-62.435131,85.934585,-169.461209,200.000000
222,22.2000,32.000000000,126.000000000,0.0000,32.125000000,126.022942278,0.0000,-90.0000,24.263447,17.643275,0.000000,30.000000,32.079961692,126.000000000,300.0000,-180.0000,-62.434817,85.934154,-169.461544,200.000000
223,22.3000,32.000000000,126.000000000,0.0000,32.125000000,126.022910486,0.0000,-90.0000,24.263457,17.643261,0.000000,30.000000,32.079781339,126.000000000,300.0000,-180.0000,-62.434504,85.933722,-169.461878,200.000000
224,22.4000,32.000000000,126.000000000,0.0000,32.125000000,126.022878695,0.0000,-90.0000,24.263467,17.643248,0.000000,30.000000,32.079600985,126.000000000,300.0000,-180.0000,-62.434190,85.933291,-169.462212,200.000000
225,22.5000,32.000000000,126.000000000,0.0000,32.125000000,126.022846903,0.0000,-90.0000,24.263476,17.643234,0.000000,30.000000,32.079420632,126.000000000,300.0000,-180.0000,-62.433877,85.932859,-169.462547,200.000000
226,22.6000,32.000000000,126.000000000,0.0000,32.125000000,126.022815111,0.0000,-90.0000,24.263486,17.643221,0.000000,30.000000,32.079240279,126.000000000,300.0000,-180.0000,-62.433563,85.932428,-169.462881,200.000000
227,22.7000,32.000000000,126.000000000,0.0000,32.125000000,126.022783320,0.0000,-90.0000,24.263496,17.643207,0.000000,30.000000,32.079059925,126.000000000,300.0000,-180.0000,-62.433250,85.931996,-169.463215,200.000000
228,22.8000,32.000000000,126.000000000,0.0000,32.125000000,126.022751528,0.0000,-90.0000,24.263506,17.643194,0.000000,30.000000,32.078879572,126.000000000,300.0000,-180.0000,-62.432936,85.931565,-169.463550,200.000000
229,22.9000,32.000000000,126.000000000,0.0000,32.125000000,126.022719737,0.0000,-90.0000,24.263516,17.643180,0.000000,30.000000,32.078699219,126.000000000,300.0000,-180.0000,-62.432623,85.931133,-169.463884,200.000000
230,23.0000,32.000000000,126.000000000,0.0000,32.125000000,126.022687945,0.0000,-90.0000,24.263525,17.643167,0.000000,30.000000,32.078518865,126.000000000,300.0000,-180.0000,-62.432309,85.930702,-169.464218,200.000000
231,23.1000,32.000000000,126.000000000,0.0000,32.125000000,126.022656154,0.0000,-90.0000,24.263535,17.643153,0.000000,30.000000,32.078338512,126.000000000,300.0000,-180.0000,-62.431996,85.930270,-169.464553,200.000000
232,23.2000,32.000000000,126.000000000,0.0000,32.125000000,126.022624362,0.0000,-90.0000,24.263545,17.643140,0.000000,30.000000,32.078158158,126.000000000,300.0000,-180.0000,-62.431682,85.929838,-169.464887,200.000000
233,23.3000,32.000000000,126.000000000,0.0000,32.125000000,126.022592571,0.0000,-90.0000,24.263555,17.643126,0.000000,30.000000,32.077977805,126.000000000,300.0000,-180.0000,-62.431368,85.929407,-169.465221,200.000000
234,23.4000,32.000000000,126.000000000,0.0000,32.125000000,126.022560779,0.0000,-90.0000,24.263565,17.643113,0.000000,30.000000,32.077797452,126.000000000,300.0000,-180.0000,-62.431055,85.928975,-169.465556,200.000000
235,23.5000,32.000000000,126.000000000,0.0000,32.125000000,126.022528988,0.0000,-90.0000,24.263574,17.643099,0.000000,30.000000,32.077617098,126.000000000,300.0000,-180.0000,-62.430741,85.928544,-169.465890,200.000000
236,23.6000,32.000000000,126.000000000,0.0000,32.125000000,126.022497196,0.0000,-90.0000,24.263584,17.643086,0.000000,30.000000,32.077436745,126.000000000,300.0000,-180.0000,-62.430428,85.928112,-169.466224,200.000000
237,23.7000,32.000000000,126.000000000,0.0000,32.125000000,126.022465404,0.0000,-90.0000,24.263594,17.643073,0.000000,30.000000,32.077256392,126.000000000,300.0000,-180.0000,-62.430114,85.927681,-169.466559,200.000000
238,23.8000,32.000000000,126.000000000,0.0000,32.125000000,126.022433613,0.0000,-90.0000,24.263604,17.643059,0.000000,30.000000,32.077076038,126.000000000,300.0000,-180.0000,-62.429801,85.927249,-169.466893,200.000000
