step,time,pf_lat,pf_lon,pf_alt,t1_lat,t1_lon,t1_alt,t1_yaw,t1_vx,t1_vy,t1_vz,t1_spd,t2_lat,t2_lon,t2_alt,t2_yaw,t2_vx,t2_vy,t2_vz,t2_spd
239,23.9000,32.000000000,126.000000000,0.0000,32.125000000,126.022401821,0.0000,-90.0000,24.263614,17.643046,0.000000,30.000000,32.076895685,126.000000000,300.0000,-180.0000,-62.429487,85.926817,-169.467227,200.000000
240,24.0000,32.000000000,126.000000000,0.0000,32.125000000,126.022370030,0.0000,-90.0000,24.263623,17.643032,0.000000,30.000000,32.076715331,126.000000000,300.0000,-180.0000,-62.429174,85.926386,-169.467562,200.000000
241,24.1000,32.000000000,126.000000000,0.0000,32.125000000,126.022338238,0.0000,-90.0000,24.263633,17.643019,0.000000,30.000000,32.076534978,126.000000000,300.0000,-180.0000,-62.428860,85.925954,-169.467896,200.000000
242,24.2000,32.000000000,126.000000000,0.0000,32.125000000,126.022306447,0.0000,-90.0000,24.263643,17.643005,0.000000,30.000000,32.076354625,126.000000000,300.0000,-180.0000,-62.428547,85.925523,-169.468230,200.000000
243,24.3000,32.000000000,126.000000000,0.0000,32.125000000,126.022274655,0.0000,-90.0000,24.263653,17.642992,0.000000,30.000000,32.076174271,126.000000000,300.0000,-180.0000,-62.428233,85.925091,-169.468565,200.000000
244,24.4000,32.000000000,126.000000000,0.0000,32.125000000,126.022242864,0.0000,-90.0000,24.263662,17.642978,0.000000,30.000000,32.075993918,126.000000000,300.0000,-180.0000,-62.427919,85.924660,-169.468899,200.000000
245,24.5000,32.000000000,126.000000000,0.0000,32.125000000,126.022211072,0.0000,-90.0000,24.263672,17.642965,0.000000,30.000000,32.075813564,126.000000000,300.0000,-180.0000,-62.427606,85.924228,-169.469233,200.000000
246,24.6000,32.000000000,126.000000000,0.0000,32.125000000,126.022179281,0.0000,-90.0000,24.263682,17.642951,0.000000,30.000000,32.075633211,126.000000000,300.0000,-180.0000,-62.427292,85.923797,-169.469568,200.000000
247,24.7000,32.000000000,126.000000000,0.0000,32.125000000,126.022147489,0.0000,-90.0000,24.263692,17.642938,0.000000,30.000000,32.075452857,126.000000000,300.0000,-180.0000,-62.426979,85.923365,-169.469902,200.000000
248,24.8000,32.000000000,126.000000000,0.0000,32.125000000,126.022115697,0.0000,-90.0000,24.263702,17.642924,0.000000,30.000000,32.075272504,126.000000000,300.0000,-180.0000,-62.426665,85.922933,-169.470236,200.000000
249,24.9000,32.000000000,126.000000000,0.0000,32.125000000,126.022083906,0.0000,-90.0000,24.263711,17.642911,0.000000,30.000000,32.075092151,126.000000000,300.0000,-180.0000,-62.426352,85.922502,-169.470571,200.000000
250,25.0000,32.000000000,126.000000000,0.0000,32.125000000,126.022052114,0.0000,-90.0000,24.263721,17.642898,0.000000,30.000000,32.074911797,126.000000000,300.0000,-180.0000,-62.426038,85.922070,-169.470905,200.000000
251,25.1000,32.000000000,126.000000000,0.0000,32.125000000,126.022020323,0.0000,-90.0000,24.263731,17.642884,0.000000,30.000000,32.074731444,126.000000000,300.0000,-180.0000,-62.425725,85.921639,-169.471239,200.000000
252,25.2000,32.000000000,126.000000000,0.0000,32.125000000,126.021988531,0.0000,-90.0000,24.263741,17.642871,0.000000,30.000000,32.074551090,126.000000000,300.0000,-180.0000,-62.425411,85.921207,-169.471574,200.000000
253,25.3000,32.000000000,126.000000000,0.0000,32.125000000,126.021956740,0.0000,-90.0000,24.263751,17.642857,0.000000,30.000000,32.074370737,126.000000000,300.0000,-180.0000,-62.425097,85.920776,-169.471908,200.000000
254,25.4000,32.000000000,126.000000000,0.0000,32.125000000,126.021924948,0.0000,-90.0000,24.263760,17.642844,0.000000,30.000000,32.074190383,126.000000000,300.0000,-180.0000,-62.424784,85.920344,-169.472242,200.000000
255,25.5000,32.000000000,126.000000000,0.0000,32.125000000,126.021893157,0.0000,-90.0000,24.263770,17.642830,0.000000,30.000000,32.074010030,126.000000000,300.0000,-180.0000,-62.424470,85.919912,-169.472576,200.000000
256,25.6000,32.000000000,126.000000000,0.0000,32.125000000,126.021861365,0.0000,-90.0000,24.263780,17.642817,0.000000,30.000000,32.073829676,126.000000000,300.0000,-180.0000,-62.424157,85.919481,-169.472911,200.000000
257,25.7000,32.000000000,126.000000000,0.0000,32.125000000,126.021829574,0.0000,-90.0000,24.263790,17.642803,0.000000,30.000000,32.073649323,126.000000000,300.0000,-180.0000,-62.423843,85.919049,-169.473245,200.000000
258,25.8000,32.000000000,126.000000000,0.0000,32.125000000,126.021797782,0.0000,-90.0000,24.263800,17.642790,0.000000,30.000000,32.073468969,126.000000000,300.0000,-180.0000,-62.423530,85.918618,-169.473579,200.000000
259,25.9000,32.000000000,126.000000000,0.0000,32.125000000,126.021765991,0.0000,-90.0000,24.263809,17.642776,0.000000,30.000000,32.073288616,126.000000000,300.0000,-180.0000,-62.423216,85.918186,-169.473914,200.000000
260,26.0000,32.000000000,126.000000000,0.0000,32.125000000,126.021734199,0.0000,-90.0000,24.263819,17.642763,0.000000,30.000000,32.073108262,126.000000000,300.0000,-180.0000,-62.422903,85.917754,-169.474248,200.000000
261,26.1000,32.000000000,126.000000000,0.0000,32.125000000,126.021702407,0.0000,-90.0000,24.263829,17.642749,0.000000,30.000000,32.072927909,126.000000000,300.0000,-180.0000,-62.422589,85.917323,-169.474582,200.000000
262,26.2000,32.000000000,126.000000000,0.0000,32.125000000,126.021670616,0.0000,-90.0000,24.263839,17.642736,0.000000,30.000000,32.072747555,126.000000000,300.0000,-180.0000,-62.422275,85.916891,-169.474917,200.000000
263,26.3000,32.000000000,126.000000000,0.0000,32.125000000,126.021638824,0.0000,-90.0000,24.263848,17.642723,0.000000,30.000000,32.072567202,126.000000000,300.0000,-180.0000,-62.421962,85.916460,-169.475251,200.000000
264,26.4000,32.000000000,126.000000000,0.0000,32.125000000,126.021607033,0.0000,-90.0000,24.263858,17.642709,0.000000,30.000000,32.072386848,126.000000000,300.0000,-180.0000,-62.421648,85.916028,-169.475585,200.000000
265,26.5000,32.000000000,126.000000000,0.0000,32.125000000,126.021575241,0.0000,-90.0000,24.263868,17.642696,0.000000,30.000000,32.072206495,126.000000000,300.0000,-180.0000,-62.421335,85.915597,-169.475919,200.000000
266,26.6000,32.000000000,126.000000000,0.0000,32.125000000,126.021543450,0.0000,-90.0000,24.263878,17.642682,0.000000,30.000000,32.072026141,126.000000000,300.0000,-180.0000,-62.421021,85.915165,-169.476254,200.000000
267,26.7000,32.000000000,126.000000000,0.0000,32.125000000,126.021511658,0.0000,-90.0000,24.263888,17.642669,0.000000,30.000000,32.071845788,126.000000000,300.0000,-180.0000,-62.420708,85.914733,-169.476588,200.000000
268,26.8000,32.000000000,126.000000000,0.0000,32.125000000,126.021479867,0.0000,-90.0000,24.263897,17.642655,0.000000,30.000000,32.071665434,126.000000000,300.0000,-180.0000,-62.420394,85.914302,-169.476922,200.000000
269,26.9000,32.000000000,126.000000000,0.0000,32.125000000,126.021448075,0.0000,-90.0000,24.263907,17.642642,0.000000,30.000000,32.071485081,126.000000000,300.0000,-180.0000,-62.420080,85.913870,-169.477256,200.000000
270,27.0000,32.000000000,126.000000000,0.0000,32.125000000,126.021416284,0.0000,-90.0000,24.263917,17.642628,0.000000,30.000000,32.071304727,126.000000000,300.0000,-180.0000,-62.419767,85.913439,-169.477591,200.000000
271,27.1000,32.000000000,126.000000000,0.0000,32.125000000,126.021384492,0.0000,-90.0000,24.263927,17.642615,0.000000,30.000000,32.071124373,126.000000000,300.0000,-180.0000,-62.419453,85.913007,-169.477925,200.000000
272,27.2000,32.000000000,126.000000000,0.0000,32.125000000,126.021352700,0.0000,-90.0000,24.263937,17.642601,0.000000,30.000000,32.070944020,126.000000000,300.0000,-180.0000,-62.419140,85.912575,-169.478259,200.000000
273,27.3000,32.000000000,126.000000000,0.0000,32.125000000,126.021320909,0.0000,-90.0000,24.263946,17.642588,0.000000,30.000000,32.070763666,126.000000000,300.0000,-180.0000,-62.418826,85.912144,-169.478594,200.000000
274,27.4000,32.000000000,126.000000000,0.0000,32.125000000,126.021289117,0.0000,-90.0000,24.263956,17.642574,0.000000,30.000000,32.070583313,126.000000000,300.0000,-180.0000,-62.418513,85.911712,-169.478928,200.000000
275,27.5000,32.000000000,126.000000000,0.0000,32.125000000,126.021257326,0.0000,-90.0000,24.263966,17.642561,0.000000,30.000000,32.070402959,126.000000000,300.0000,-180.0000,-62.418199,85.911281,-169.479262,200.000000
276,27.6000,32.000000000,126.000000000,0.0000,32.125000000,126.021225534,0.0000,-90.0000,24.263976,17.642548,0.000000,30.000000,32.070222606,126.000000000,300.0000,-180.0000,-62.417885,85.910849,-169.479596,200.000000
277,27.7000,32.000000000,126.000000000,0.0000,32.125000000,126.021193743,0.0000,-90.0000,24.263986,17.642534,0.000000,30.000000,32.070042252,126.000000000,300.0000,-180.0000,-62.417572,85.910417,-169.479931,200.000000
278,27.8000,32.000000000,126.000000000,0.0000,32.125000000,126.021161951,0.0000,-90.0000,24.263995,17.642521,0.000000,30.000000,32.069861898,126.000000000,300.0000,-180.0000,-62.417258,85.909986,-169.480265,200.000000
279,27.9000,32.000000000,126.000000000,0.0000,32.125000000,126.021130160,0.0000,-90.0000,24.264005,17.642507,0.000000,30.000000,32.069681545,126.000000000,300.0000,-180.0000,-62.416945,85.909554,-169.480599,200.000000
280,28.0000,32.000000000,126.000000000,0.0000,32.125000000,126.021098368,0.0000,-90.0000,24.264015,17.642494,0.000000,30.000000,32.069501191,126.000000000,300.0000,-180.0000,-62.416631,85.909123,-169.480933,200.000000
281,28.1000,32.000000000,126.000000000,0.0000,32.125000000,126.021066577,0.0000,-90.0000,24.264025,17.642480,0.000000,30.000000,32.069320838,126.000000000,300.0000,-180.0000,-62.416318,85.908691,-169.481268,200.000000
282,28.2000,32.000000000,126.000000000,0.0000,32.125000000,126.021034785,0.0000,-90.0000,24.264034,17.642467,0.000000,30.000000,32.069140484,126.000000000,300.0000,-180.0000,-62.416004,85.908259,-169.481602,200.000000
283,28.3000,32.000000000,126.000000000,0.0000,32.125000000,126.021002994,0.0000,-90.0000,24.264044,17.642453,0.000000,30.000000,32.068960130,126.000000000,300.0000,-180.0000,-62.415690,85.907828,-169.481936,200.000000
284,28.4000,32.000000000,126.000000000,0.0000,32.125000000,126.020971202,0.0000,-90.0000,24.264054,17.642440,0.000000,30.000000,32.068779777,126.000000000,300.0000,-180.0000,-62.415377,85.907396,-169.482270,200.000000
285,28.5000,32.000000000,126.000000000,0.0000,32.125000000,126.020939410,0.0000,-90.0000,24.264064,17.642426,0.000000,30.000000,32.068599423,126.000000000,300.0000,-180.0000,-62.415063,85.906965,-169.482605,200.000000
286,28.6000,32.000000000,126.000000000,0.0000,32.125000000,126.020907619,0.0000,-90.0000,24.264074,17.642413,0.000000,30.000000,32.068419069,126.000000000,300.0000,-180.0000,-62.414750,85.906533,-169.482939,200.000000
287,28.7000,32.000000000,126.000000000,0.0000,32.125000000,126.020875827,0.0000,-90.0000,24.264083,17.642399,0.000000,30.000000,32.068238716,126.000000000,300.0000,-180.0000,-62.414436,85.906101,-169.483273,200.000000
288,28.8000,32.000000000,126.000000000,0.0000,32.125000000,126.020844036,0.0000,-90.0000,24.264093,17.642386,0.000000,30.000000,32.068058362,126.000000000,300.0000,-180.0000,-62.414123,85.905670,-169.483607,200.000000
289,28.9000,32.000000000,126.000000000,0.0000,32.125000000,126.020812244,0.0000,-90.0000,24.264103,17.642372,0.000000,30.000000,32.067878009,126.000000000,300.0000,-180.0000,-62.413809,85.905238,-169.483942,200.000000
290,29.0000,32.000000000,126.000000000,0.0000,32.125000000,126.020780453,0.0000,-90.0000,24.264113,17.642359,0.000000,30.000000,32.067697655,126.000000000,300.0000,-180.0000,-62.413495,85.904807,-169.484276,200.000000
291,29.1000,32.000000000,126.000000000,0.0000,32.125000000,126.020748661,0.0000,-90.0000,24.264123,17.642346,0.000000,30.000000,32.067517301,126.000000000,300.0000,-180.0000,-62.413182,85.904375,-169.484610,200.000000
292,29.2000,32.000000000,126.000000000,0.0000,32.125000000,126.020716870,0.0000,-90.0000,24.264132,17.642332,0.000000,30.000000,32.067336948,126.000000000,300.0000,-180.0000,-62.412868,85.903943,-169.484944,200.000000
293,29.3000,32.000000000,126.000000000,0.0000,32.125000000,126.020685078,0.0000,-90.0000,24.264142,17.642319,0.000000,30.000000,32.067156594,126.000000000,300.0000,-180.0000,-62.412555,85.903512,-169.485279,200.000000
294,29.4000,32.000000000,126.000000000,0.0000,32.125000000,126.020653287,0.0000,-90.0000,24.264152,17.642305,0.000000,30.000000,32.066976240,126.000000000,300.0000,-180.0000,-62.412241,85.903080,-169.485613,200.000000
295,29.5000,32.000000000,126.000000000,0.0000,32.125000000,126.020621495,0.0000,-90.0000,24.264162,17.642292,0.000000,30.000000,32.066795887,126.000000000,300.0000,-180.0000,-62.411927,85.902649,-169.485947,200.000000
296,29.6000,32.000000000,126.000000000,0.0000,32.125000000,126.020589703,0.0000,-90.0000,24.264172,17.642278,0.000000,30.000000,32.066615533,126.000000000,300.0000,-180.0000,-62.411614,85.902217,-169.486281,200.000000
297,29.7000,32.000000000,126.000000000,0.0000,32.125000000,126.020557912,0.0000,-90.0000,24.264181,17.642265,0.000000,30.000000,32.066435179,126.000000000,300.0000,-180.0000,-62.411300,85.901785,-169.486616,200.000000
298,29.8000,32.000000000,126.000000000,0.0000,32.125000000,126.020526120,0.0000,-90.0000,24.264191,17.642251,0.000000,30.000000,32.066254825,126.000000000,300.0000,-180.0000,-62.410987,85.901354,-169.486950,200.000000
299,29.9000,32.000000000,126.000000000,0.0000,32.125000000,126.020494329,0.0000,-90.0000,24.264201,17.642238,0.000000,30.000000,32.066074472,126.000000000,300.0000,-180.0000,-62.410673,85.900922,-169.487284,200.000000
300,30.0000,32.000000000,126.000000000,0.0000,32.125000000,126.020462537,0.0000,-90.0000,24.264211,17.642224,0.000000,30.000000,32.065894118,126.000000000,300.0000,-180.0000,-62.410360,85.900490,-169.487618,200.000000
301,30.1000,32.000000000,126.000000000,0.0000,32.125000000,126.020430746,0.0000,-90.0000,24.264220,17.642211,0.000000,30.000000,32.065713764,126.000000000,300.0000,-180.0000,-62.410046,85.900059,-169.487953,200.000000
302,30.2000,32.000000000,126.000000000,0.0000,32.125000000,126.020398954,0.0000,-90.0000,24.264230,17.642197,0.000000,30.000000,32.065533411,126.000000000,300.0000,-180.0000,-62.409732,85.899627,-169.488287,200.000000
303,30.3000,32.000000000,126.000000000,0.0000,32.125000000,126.020367163,0.0000,-90.0000,24.264240,17.642184,0.000000,30.000000,32.065353057,126.000000000,300.0000,-180.0000,-62.409419,85.899196,-169.488621,200.000000
304,30.4000,32.000000000,126.000000000,0.0000,32.125000000,126.020335371,0.0000,-90.0000,24.264250,17.642171,0.000000,30.000000,32.065172703,126.000000000,300.0000,-180.0000,-62.409105,85.898764,-169.488955,200.000000
305,30.5000,32.000000000,126.000000000,0.0000,32.125000000,126.020303580,0.0000,-90.0000,24.264260,17.642157,0.000000,30.000000,32.064992349,126.000000000,300.0000,-180.0000,-62.408792,85.898332,-169.489289,200.000000
306,30.6000,32.000000000,126.000000000,0.0000,32.125000000,126.020271788,0.0000,-90.0000,24.264269,17.642144,0.000000,30.000000,32.064811996,126.000000000,300.0000,-180.0000,-62.408478,85.897901,-169.489624,200.000000
307,30.7000,32.000000000,126.000000000,0.0000,32.125000000,126.020239996,0.0000,-90.0000,24.264279,17.642130,0.000000,30.000000,32.064631642,126.000000000,300.0000,-180.0000,-62.408164,85.897469,-169.489958,200.000000
308,30.8000,32.000000000,126.000000000,0.0000,32.125000000,126.020208205,0.0000,-90.0000,24.264289,17.642117,0.000000,30.000000,32.064451288,126.000000000,300.0000,-180.0000,-62.407851,85.897038,-169.490292,200.000000
309,30.9000,32.000000000,126.000000000,0.0000,32.125000000,126.020176413,0.0000,-90.0000,24.264299,17.642103,0.000000,30.000000,32.064270934,126.000000000,300.0000,-180.0000,-62.407537,85.896606,-169.490626,200.000000
310,31.0000,32.000000000,126.000000000,0.0000,32.125000000,126.020144622,0.0000,-90.0000,24.264309,17.642090,0.000000,30.000000,32.064090581,126.000000000,300.0000,-180.0000,-62.407224,85.896174,-169.490960,200.000000
311,31.1000,32.000000000,126.000000000,0.0000,32.125000000,126.020112830,0.0000,-90.0000,24.264318,17.642076,0.000000,30.000000,32.063910227,126.000000000,300.0000,-180.0000,-62.406910,85.895743,-169.491295,200.000000
312,31.2000,32.000000000,126.000000000,0.0000,32.125000000,126.020081039,0.0000,-90.0000,24.264328,17.642063,0.000000,30.000000,32.063729873,126.000000000,300.0000,-180.0000,-62.406596,85.895311,-169.491629,200.000000
313,31.3000,32.000000000,126.000000000,0.0000,32.125000000,126.020049247,0.0000,-90.0000,24.264338,17.642049,0.000000,30.000000,32.063549519,126.000000000,300.0000,-180.0000,-62.406283,85.894879,-169.491963,200.000000
314,31.4000,32.000000000,126.000000000,0.0000,32.125000000,126.020017456,0.0000,-90.0000,24.264348,17.642036,0.000000,30.000000,32.063369166,126.000000000,300.0000,-180.0000,-62.405969,85.894448,-169.492297,200.000000
315,31.5000,32.000000000,126.000000000,0.0000,32.125000000,126.019985664,0.0000,-90.0000,24.264357,17.642022,0.000000,30.000000,32.063188812,126.000000000,300.0000,-180.0000,-62.405656,85.894016,-169.492632,200.000000
316,31.6000,32.000000000,126.000000000,0.0000,32.125000000,126.019953873,0.0000,-90.0000,24.264367,17.642009,0.000000,30.000000,32.063008458,126.000000000,300.0000,-180.0000,-62.405342,85.893585,-169.492966,200.000000
317,31.7000,32.000000000,126.000000000,0.0000,32.125000000,126.019922081,0.0000,-90.0000,24.264377,17.641996,0.000000,30.000000,32.062828104,126.000000000,300.0000,-180.0000,-62.405028,85.893153,-169.493300,200.000000
318,31.8000,32.000000000,126.000000000,0.0000,32.125000000,126.019890290,0.0000,-90.0000,24.264387,17.641982,0.000000,30.000000,32.062647750,126.000000000,300.0000,-180.0000,-62.404715,85.892721,-169.493634,200.000000
319,31.9000,32.000000000,126.000000000,0.0000,32.125000000,126.019858498,0.0000,-90.0000,24.264397,17.641969,0.000000,30.000000,32.062467397,126.000000000,300.0000,-180.0000,-62.404401,85.892290,-169.493968,200.000000
320,32.0000,32.000000000,126.000000000,0.0000,32.125000000,126.019826706,0.0000,-90.0000,24.264406,17.641955,0.000000,30.000000,32.062287043,126.000000000,300.0000,-180.0000,-62.404088,85.891858,-169.494303,200.000000
321,32.1000,32.000000000,126.000000000,0.0000,32.125000000,126.019794915,0.0000,-90.0000,24.264416,17.641942,0.000000,30.000000,32.062106689,126.000000000,300.0000,-180.0000,-62.403774,85.891426,-169.494637,200.000000
322,32.2000,32.000000000,126.000000000,0.0000,32.125000000,126.019763123,0.0000,-90.0000,24.264426,17.641928,0.000000,30.000000,32.061926335,126.000000000,300.0000,-180.0000,-62.403460,85.890995,-169.494971,200.000000
323,32.3000,32.000000000,126.000000000,0.0000,32.125000000,126.019731332,0.0000,-90.0000,24.264436,17.641915,0.000000,30.000000,32.061745981,126.000000000,300.0000,-180.0000,-62.403147,85.890563,-169.495305,200.000000
324,32.4000,32.000000000,126.000000000,0.0000,32.125000000,126.019699540,0.0000,-90.0000,24.264446,17.641901,0.000000,30.000000,32.061565627,126.000000000,300.0000,-180.0000,-62.402833,85.890131,-169.495639,200.000000
325,32.5000,32.000000000,126.000000000,0.0000,32.125000000,126.019667749,0.0000,-90.0000,24.264455,17.641888,0.000000,30.000000,32.061385274,126.000000000,300.0000,-180.0000,-62.402520,85.889700,-169.495973,200.000000
326,32.6000,32.000000000,126.000000000,0.0000,32.125000000,126.019635957,0.0000,-90.0000,24.264465,17.641874,0.000000,30.000000,32.061204920,126.000000000,300.0000,-180.0000,-62.402206,85.889268,-169.496308,200.000000
327,32.7000,32.000000000,126.000000000,0.0000,32.125000000,126.019604166,0.0000,-90.0000,24.264475,17.641861,0.000000,30.000000,32.061024566,126.000000000,300.0000,-180.0000,-62.401892,85.888837,-169.496642,200.000000
328,32.8000,32.000000000,126.000000000,0.0000,32.125000000,126.019572374,0.0000,-90.0000,24.264485,17.641847,0.000000,30.000000,32.060844212,126.000000000,300.0000,-180.0000,-62.401579,85.888405,-169.496976,200.000000
329,32.9000,32.000000000,126.000000000,0.0000,32.125000000,126.019540583,0.0000,-90.0000,24.264495,17.641834,0.000000,30.000000,32.060663858,126.000000000,300.0000,-180.0000,-62.401265,85.887973,-169.497310,200.000000
330,33.0000,32.000000000,126.000000000,0.0000,32.125000000,126.019508791,0.0000,-90.0000,24.264504,17.641820,0.000000,30.000000,32.060483504,126.000000000,300.0000,-180.0000,-62.400952,85.887542,-169.497644,200.000000
331,33.1000,32.000000000,126.000000000,0.0000,32.125000000,126.019476999,0.0000,-90.0000,24.264514,17.641807,0.000000,30.000000,32.060303151,126.000000000,300.0000,-180.0000,-62.400638,85.887110,-169.497979,200.000000
332,33.2000,32.000000000,126.000000000,0.0000,32.125000000,126.019445208,0.0000,-90.0000,24.264524,17.641794,0.000000,30.000000,32.060122797,126.000000000,300.0000,-180.0000,-62.400324,85.886678,-169.498313,200.000000
333,33.3000,32.000000000,126.000000000,0.0000,32.125000000,126.019413416,0.0000,-90.0000,24.264534,17.641780,0.000000,30.000000,32.059942443,126.000000000,300.0000,-180.0000,-62.400011,85.886247,-169.498647,200.000000
334,33.4000,32.000000000,126.000000000,0.0000,32.125000000,126.019381625,0.0000,-90.0000,24.264543,17.641767,0.000000,30.000000,32.059762089,126.000000000,300.0000,-180.0000,-62.399697,85.885815,-169.498981,200.000000
335,33.5000,32.000000000,126.000000000,0.0000,32.125000000,126.019349833,0.0000,-90.0000,24.264553,17.641753,0.000000,30.000000,32.059581735,126.000000000,300.0000,-180.0000,-62.399384,85.885383,-169.499315,200.000000
336,33.6000,32.000000000,126.000000000,0.0000,32.125000000,126.019318042,0.0000,-90.0000,24.264563,17.641740,0.000000,30.000000,32.059401381,126.000000000,300.0000,-180.0000,-62.399070,85.884952,-169.499649,200.000000
337,33.7000,32.000000000,126.000000000,0.0000,32.125000000,126.019286250,0.0000,-90.0000,24.264573,17.641726,0.000000,30.000000,32.059221027,126.000000000,300.0000,-180.0000,-62.398756,85.884520,-169.499984,200.000000
338,33.8000,32.000000000,126.000000000,0.0000,32.125000000,126.019254459,0.0000,-90.0000,24.264583,17.641713,0.000000,30.000000,32.059040673,126.000000000,300.0000,-180.0000,-62.398443,85.884088,-169.500318,200.000000
339,33.9000,32.000000000,126.000000000,0.0000,32.125000000,126.019222667,0.0000,-90.0000,24.264592,17.641699,0.000000,30.000000,32.058860319,126.000000000,300.0000,-180.0000,-62.398129,85.883657,-169.500652,200.000000
340,34.0000,32.000000000,126.000000000,0.0000,32.125000000,126.019190876,0.0000,-90.0000,24.264602,17.641686,0.000000,30.000000,32.058679965,126.000000000,300.0000,-180.0000,-62.397815,85.883225,-169.500986,200.000000
341,34.1000,32.000000000,126.000000000,0.0000,32.125000000,126.019159084,0.0000,-90.0000,24.264612,17.641672,0.000000,30.000000,32.058499612,126.000000000,300.0000,-180.0000,-62.397502,85.882793,-169.501320,200.000000
342,34.2000,32.000000000,126.000000000,0.0000,32.125000000,126.019127293,0.0000,-90.0000,24.264622,17.641659,0.000000,30.000000,32.058319258,126.000000000,300.0000,-180.0000,-62.397188,85.882362,-169.501654,200.000000
343,34.3000,32.000000000,126.000000000,0.0000,32.125000000,126.019095501,0.0000,-90.0000,24.264632,17.641645,0.000000,30.000000,32.058138904,126.000000000,300.0000,-180.0000,-62.396875,85.881930,-169.501988,200.000000
344,34.4000,32.000000000,126.000000000,0.0000,32.125000000,126.019063709,0.0000,-90.0000,24.264641,17.641632,0.000000,30.000000,32.057958550,126.000000000,300.0000,-180.0000,-62.396561,85.881499,-169.502323,200.000000
345,34.5000,32.000000000,126.000000000,0.0000,32.125000000,126.019031918,0.0000,-90.0000,24.264651,17.641619,0.000000,30.000000,32.057778196,126.000000000,300.0000,-180.0000,-62.396247,85.881067,-169.502657,200.000000
346,34.6000,32.000000000,126.000000000,0.0000,32.125000000,126.019000126,0.0000,-90.0000,24.264661,17.641605,0.000000,30.000000,32.057597842,126.000000000,300.0000,-180.0000,-62.395934,85.880635,-169.502991,200.000000
347,34.7000,32.000000000,126.000000000,0.0000,32.125000000,126.018968335,0.0000,-90.0000,24.264671,17.641592,0.000000,30.000000,32.057417488,126.000000000,300.0000,-180.0000,-62.395620,85.880204,-169.503325,200.000000
348,34.8000,32.000000000,126.000000000,0.0000,32.125000000,126.018936543,0.0000,-90.0000,24.264681,17.641578,0.000000,30.000000,32.057237134,126.000000000,300.0000,-180.0000,-62.395307,85.879772,-169.503659,200.000000
349,34.9000,32.000000000,126.000000000,0.0000,32.125000000,126.018904752,0.0000,-90.0000,24.264690,17.641565,0.000000,30.000000,32.057056780,126.000000000,300.0000,-180.0000,-62.394993,85.879340,-169.503993,200.000000
350,35.0000,32.000000000,126.000000000,0.0000,32.125000000,126.018872960,0.0000,-90.0000,24.264700,17.641551,0.000000,30.000000,32.056876426,126.000000000,300.0000,-180.0000,-62.394679,85.878909,-169.504328,200.000000
351,35.1000,32.000000000,126.000000000,0.0000,32.125000000,126.018841169,0.0000,-90.0000,24.264710,17.641538,0.000000,30.000000,32.056696072,126.000000000,300.0000,-180.0000,-62.394366,85.878477,-169.504662,200.000000
352,35.2000,32.000000000,126.000000000,0.0000,32.125000000,126.018809377,0.0000,-90.0000,24.264720,17.641524,0.000000,30.000000,32.056515718,126.000000000,300.0000,-180.0000,-62.394052,85.878045,-169.504996,200.000000
353,35.3000,32.000000000,126.000000000,0.0000,32.125000000,126.018777586,0.0000,-90.0000,24.264729,17.641511,0.000000,30.000000,32.056335364,126.000000000,300.0000,-180.0000,-62.393738,85.877614,-169.505330,200.000000
354,35.4000,32.000000000,126.000000000,0.0000,32.125000000,126.018745794,0.0000,-90.0000,24.264739,17.641497,0.000000,30.000000,32.056155010,126.000000000,300.0000,-180.0000,-62.393425,85.877182,-169.505664,200.000000
355,35.5000,32.000000000,126.000000000,0.0000,32.125000000,126.018714002,0.0000,-90.0000,24.264749,17.641484,0.000000,30.000000,32.055974656,126.000000000,300.0000,-180.0000,-62.393111,85.876750,-169.505998,200.000000
356,35.6000,32.000000000,126.000000000,0.0000,32.125000000,126.018682211,0.0000,-90.0000,24.264759,17.641470,0.000000,30.000000,32.055794302,126.000000000,300.0000,-180.0000,-62.392798,85.876319,-169.506332,200.000000
357,35.7000,32.000000000,126.000000000,0.0000,32.125000000,126.018650419,0.0000,-90.0000,24.264769,17.641457,0.000000,30.000000,32.055613948,126.000000000,300.0000,-180.0000,-62.392484,85.875887,-169.506666,200.000000
358,35.8000,32.000000000,126.000000000,0.0000,32.125000000,126.018618628,0.0000,-90.0000,24.264778,17.641443,0.000000,30.000000,32.055433594,126.000000000,300.0000,-180.0000,-62.392170,85.875455,-169.507001,200.000000
359,35.9000,32.000000000,126.000000000,0.0000,32.125000000,126.018586836,0.0000,-90.0000,24.264788,17.641430,0.000000,30.000000,32.055253240,126.000000000,300.0000,-180.0000,-62.391857,85.875024,-169.507335,200.000000
360,36.0000,32.000000000,126.000000000,0.0000,32.125000000,126.018555045,0.0000,-90.0000,24.264798,17.641417,0.000000,30.000000,32.055072886,126.000000000,300.0000,-180.0000,-62.391543,85.874592,-169.507669,200.000000
361,36.1000,32.000000000,126.000000000,0.0000,32.125000000,126.018523253,0.0000,-90.0000,24.264808,17.641403,0.000000,30.000000,32.054892532,126.000000000,300.0000,-180.0000,-62.391229,85.874160,-169.508003,200.000000
