step,time,pf_lat,pf_lon,pf_alt,t1_lat,t1_lon,t1_alt,t1_yaw,t1_vx,t1_vy,t1_vz,t1_spd,t2_lat,t2_lon,t2_alt,t2_yaw,t2_vx,t2_vy,t2_vz,t2_spd,t3_lat,t3_lon,t3_alt,t3_yaw,t3_vx,t3_vy,t3_vz,t3_spd
10,1.0000,31.999999999999,126.000000000000,0.000030221,32.118196478056,126.000000000000,300.000030791,-180.000000,-62.501273570,86.025622949,-169.390622522,200.000000000000,32.118196478056,126.000000000000,300.000030791,-180.000000,-62.501273570,86.025622949,-169.390622522,200.000000000000,32.118196478056,126.000000000000,300.000030791,-180.000000,-62.501273570,86.025622949,-169.390622522,200.000000000000
11,1.1000,31.999999999999,126.000000000000,0.000030221,32.118016125833,126.000000000000,300.000030790,-180.000000,-62.500960164,86.025191582,-169.390957231,200.000000000000,32.118016125833,126.000000000000,300.000030790,-180.000000,-62.500960164,86.025191582,-169.390957231,200.000000000000,32.118016125833,126.000000000000,300.000030790,-180.000000,-62.500960164,86.025191582,-169.390957231,200.000000000000
12,1.2000,31.999999999999,126.000000000000,0.000030221,32.117835773606,126.000000000000,300.000030790,-180.000000,-62.500646758,86.024760215,-169.391291939,200.000000000000,32.117835773606,126.000000000000,300.000030790,-180.000000,-62.500646758,86.024760215,-169.391291939,200.000000000000,32.117835773606,126.000000000000,300.000030790,-180.000000,-62.500646758,86.024760215,-169.391291939,200.000000000000
13,1.3000,31.999999999999,126.000000000000,0.000030221,32.117655421373,126.000000000000,300.000030790,-180.000000,-62.500333350,86.024328847,-169.391626645,200.000000000000,32.117655421373,126.000000000000,300.000030790,-180.000000,-62.500333350,86.024328847,-169.391626645,200.000000000000,32.117655421373,126.000000000000,300.000030790,-180.000000,-62.500333350,86.024328847,-169.391626645,200.000000000000
14,1.4000,31.999999999999,126.000000000000,0.000030221,32.117475069135,126.000000000000,300.000030788,-180.000000,-62.500019942,86.023897478,-169.391961350,200.000000000000,32.117475069135,126.000000000000,300.000030788,-180.000000,-62.500019942,86.023897478,-169.391961350,200.000000000000,32.117475069135,126.000000000000,300.000030788,-180.000000,-62.500019942,86.023897478,-169.391961350,200.000000000000
15,1.5000,31.999999999999,126.000000000000,0.000030221,32.117294716892,126.000000000000,300.000030788,-180.000000,-62.499706534,86.023466108,-169.392296053,200.000000000000,32.117294716892,126.000000000000,300.000030788,-180.000000,-62.499706534,86.023466108,-169.392296053,200.000000000000,32.117294716892,126.000000000000,300.000030788,-180.000000,-62.499706534,86.023466108,-169.392296053,200.000000000000
16,1.6000,31.999999999999,126.000000000000,0.000030221,32.117114364643,126.000000000000,300.000030787,-180.000000,-62.499393125,86.023034737,-169.392630754,200.000000000000,32.117114364643,126.000000000000,300.000030787,-180.000000,-62.499393125,86.023034737,-169.392630754,200.000000000000,32.117114364643,126.000000000000,300.000030787,-180.000000,-62.499393125,86.023034737,-169.392630754,200.000000000000
17,1.7000,31.999999999999,126.000000000000,0.000030221,32.116934012390,126.000000000000,300.000030786,-180.000000,-62.499079715,86.022603366,-169.392965453,200.000000000000,32.116934012390,126.000000000000,300.000030786,-180.000000,-62.499079715,86.022603366,-169.392965453,200.000000000000,32.116934012390,126.000000000000,300.000030786,-180.000000,-62.499079715,86.022603366,-169.392965453,200.000000000000
18,1.8000,31.999999999999,126.000000000000,0.000030221,32.116753660131,126.000000000000,300.000030784,-180.000000,-62.498766304,86.022171993,-169.393300151,200.000000000000,32.116753660131,126.000000000000,300.000030784,-180.000000,-62.498766304,86.022171993,-169.393300151,200.000000000000,32.116753660131,126.000000000000,300.000030784,-180.000000,-62.498766304,86.022171993,-169.393300151,200.000000000000
19,1.9000,31.999999999999,126.000000000000,0.000030221,32.116573307867,126.000000000000,300.000030782,-180.000000,-62.498452893,86.021740620,-169.393634847,200.000000000000,32.116573307867,126.000000000000,300.000030782,-180.000000,-62.498452893,86.021740620,-169.393634847,200.000000000000,32.116573307867,126.000000000000,300.000030782,-180.000000,-62.498452893,86.021740620,-169.393634847,200.000000000000
20,2.0000,31.999999999999,126.000000000000,0.000030221,32.116392955599,126.000000000000,300.000030782,-180.000000,-62.498139482,86.021309246,-169.393969541,200.000000000000,32.116392955599,126.000000000000,300.000030782,-180.000000,-62.498139482,86.021309246,-169.393969541,200.000000000000,32.116392955599,126.000000000000,300.000030782,-180.000000,-62.498139482,86.021309246,-169.393969541,200.000000000000
21,2.1000,31.999999999999,126.000000000000,0.000030221,32.116212603324,126.000000000000,300.000030782,-180.000000,-62.497826069,86.020877871,-169.394304234,200.000000000000,32.116212603324,126.000000000000,300.000030782,-180.000000,-62.497826069,86.020877871,-169.394304234,200.000000000000,32.116212603324,126.000000000000,300.000030782,-180.000000,-62.497826069,86.020877871,-169.394304234,200.000000000000
22,2.2000,31.999999999999,126.000000000000,0.000030221,32.116032251045,126.000000000000,300.000030781,-180.000000,-62.497512657,86.020446495,-169.394638925,200.000000000000,32.116032251045,126.000000000000,300.000030781,-180.000000,-62.497512657,86.020446495,-169.394638925,200.000000000000,32.116032251045,126.000000000000,300.000030781,-180.000000,-62.497512657,86.020446495,-169.394638925,200.000000000000
23,2.3000,31.999999999999,126.000000000000,0.000030221,32.115851898761,126.000000000000,300.000030779,-180.000000,-62.497199243,86.020015118,-169.394973615,200.000000000000,32.115851898761,126.000000000000,300.000030779,-180.000000,-62.497199243,86.020015118,-169.394973615,200.000000000000,32.115851898761,126.000000000000,300.000030779,-180.000000,-62.497199243,86.020015118,-169.394973615,200.000000000000
24,2.4000,31.999999999999,126.000000000000,0.000030221,32.115671546471,126.000000000000,300.000030779,-180.000000,-62.496885829,86.019583740,-169.395308302,200.000000000000,32.115671546471,126.000000000000,300.000030779,-180.000000,-62.496885829,86.019583740,-169.395308302,200.000000000000,32.115671546471,126.000000000000,300.000030779,-180.000000,-62.496885829,86.019583740,-169.395308302,200.000000000000
25,2.5000,31.999999999999,126.000000000000,0.000030221,32.115491194177,126.000000000000,300.000030778,-180.000000,-62.496572414,86.019152362,-169.395642988,200.000000000000,32.115491194177,126.000000000000,300.000030778,-180.000000,-62.496572414,86.019152362,-169.395642988,200.000000000000,32.115491194177,126.000000000000,300.000030778,-180.000000,-62.496572414,86.019152362,-169.395642988,200.000000000000
26,2.6000,31.999999999999,126.000000000000,0.000030221,32.115310841877,126.000000000000,300.000030776,-180.000000,-62.496258998,86.018720983,-169.395977673,200.000000000000,32.115310841877,126.000000000000,300.000030776,-180.000000,-62.496258998,86.018720983,-169.395977673,200.000000000000,32.115310841877,126.000000000000,300.000030776,-180.000000,-62.496258998,86.018720983,-169.395977673,200.000000000000
27,2.7000,31.999999999999,126.000000000000,0.000030221,32.115130489572,126.000000000000,300.000030776,-180.000000,-62.495945582,86.018289602,-169.396312356,200.000000000000,32.115130489572,126.000000000000,300.000030776,-180.000000,-62.495945582,86.018289602,-169.396312356,200.000000000000,32.115130489572,126.000000000000,300.000030776,-180.000000,-62.495945582,86.018289602,-169.396312356,200.000000000000
28,2.8000,31.999999999999,126.000000000000,0.000030221,32.114950137262,126.000000000000,300.000030775,-180.000000,-62.495632166,86.017858221,-169.396647037,200.000000000000,32.114950137262,126.000000000000,300.000030775,-180.000000,-62.495632166,86.017858221,-169.396647037,200.000000000000,32.114950137262,126.000000000000,300.000030775,-180.000000,-62.495632166,86.017858221,-169.396647037,200.000000000000
29,2.9000,31.999999999999,126.000000000000,0.000030221,32.114769784947,126.000000000000,300.000030774,-180.000000,-62.495318748,86.017426839,-169.396981716,200.000000000000,32.114769784947,126.000000000000,300.000030774,-180.000000,-62.495318748,86.017426839,-169.396981716,200.000000000000,32.114769784947,126.000000000000,300.000030774,-180.000000,-62.495318748,86.017426839,-169.396981716,200.000000000000
30,3.0000,31.999999999999,126.000000000000,0.000030221,32.114589432627,126.000000000000,300.000030773,-180.000000,-62.495005330,86.016995457,-169.397316394,200.000000000000,32.114589432627,126.000000000000,300.000030773,-180.000000,-62.495005330,86.016995457,-169.397316394,200.000000000000,32.114589432627,126.000000000000,300.000030773,-180.000000,-62.495005330,86.016995457,-169.397316394,200.000000000000
31,3.1000,31.999999999999,126.000000000000,0.000030221,32.114409080301,126.000000000000,300.000030774,-180.000000,-62.494691912,86.016564073,-169.397651070,200.000000000000,32.114409080301,126.000000000000,300.000030774,-180.000000,-62.494691912,86.016564073,-169.397651070,200.000000000000,32.114409080301,126.000000000000,300.000030774,-180.000000,-62.494691912,86.016564073,-169.397651070,200.000000000000
32,3.2000,31.999999999999,126.000000000000,0.000030221,32.114228727971,126.000000000000,300.000030772,-180.000000,-62.494378493,86.016132688,-169.397985744,200.000000000000,32.114228727971,126.000000000000,300.000030772,-180.000000,-62.494378493,86.016132688,-169.397985744,200.000000000000,32.114228727971,126.000000000000,300.000030772,-180.000000,-62.494378493,86.016132688,-169.397985744,200.000000000000
33,3.3000,31.999999999999,126.000000000000,0.000030221,32.114048375635,126.000000000000,300.000030771,-180.000000,-62.494065073,86.015701303,-169.398320417,200.000000000000,32.114048375635,126.000000000000,300.000030771,-180.000000,-62.494065073,86.015701303,-169.398320417,200.000000000000,32.114048375635,126.000000000000,300.000030771,-180.000000,-62.494065073,86.015701303,-169.398320417,200.000000000000
34,3.4000,31.999999999999,126.000000000000,0.000030221,32.113868023294,126.000000000000,300.000030770,-180.000000,-62.493751652,86.015269917,-169.398655088,200.000000000000,32.113868023294,126.000000000000,300.000030770,-180.000000,-62.493751652,86.015269917,-169.398655088,200.000000000000,32.113868023294,126.000000000000,300.000030770,-180.000000,-62.493751652,86.015269917,-169.398655088,200.000000000000
35,3.5000,31.999999999999,126.000000000000,0.000030221,32.113687670948,126.000000000000,300.000030769,-180.000000,-62.493438231,86.014838529,-169.398989757,200.000000000000,32.113687670948,126.000000000000,300.000030769,-180.000000,-62.493438231,86.014838529,-169.398989757,200.000000000000,32.113687670948,126.000000000000,300.000030769,-180.000000,-62.493438231,86.014838529,-169.398989757,200.000000000000
36,3.6000,31.999999999999,126.000000000000,0.000030221,32.113507318597,126.000000000000,300.000030768,-180.000000,-62.493124809,86.014407141,-169.399324425,200.000000000000,32.113507318597,126.000000000000,300.000030768,-180.000000,-62.493124809,86.014407141,-169.399324425,200.000000000000,32.113507318597,126.000000000000,300.000030768,-180.000000,-62.493124809,86.014407141,-169.399324425,200.000000000000
37,3.7000,31.999999999999,126.000000000000,0.000030221,32.113326966240,126.000000000000,300.000030767,-180.000000,-62.492811387,86.013975753,-169.399659091,200.000000000000,32.113326966240,126.000000000000,300.000030767,-180.000000,-62.492811387,86.013975753,-169.399659091,200.000000000000,32.113326966240,126.000000000000,300.000030767,-180.000000,-62.492811387,86.013975753,-169.399659091,200.000000000000
38,3.8000,31.999999999999,126.000000000000,0.000030221,32.113146613879,126.000000000000,300.000030764,-180.000000,-62.492497964,86.013544363,-169.399993755,200.000000000000,32.113146613879,126.000000000000,300.000030764,-180.000000,-62.492497964,86.013544363,-169.399993755,200.000000000000,32.113146613879,126.000000000000,300.000030764,-180.000000,-62.492497964,86.013544363,-169.399993755,200.000000000000
39,3.9000,31.999999999999,126.000000000000,0.000030221,32.112966261512,126.000000000000,300.000030764,-180.000000,-62.492184540,86.013112972,-169.400328418,200.000000000000,32.112966261512,126.000000000000,300.000030764,-180.000000,-62.492184540,86.013112972,-169.400328418,200.000000000000,32.112966261512,126.000000000000,300.000030764,-180.000000,-62.492184540,86.013112972,-169.400328418,200.000000000000
40,4.0000,31.999999999999,126.000000000000,0.000030221,32.112785909141,126.000000000000,300.000030763,-180.000000,-62.491871116,86.012681581,-169.400663079,200.000000000000,32.112785909141,126.000000000000,300.000030763,-180.000000,-62.491871116,86.012681581,-169.400663079,200.000000000000,32.112785909141,126.000000000000,300.000030763,-180.000000,-62.491871116,86.012681581,-169.400663079,200.000000000000
41,4.1000,31.999999999999,126.000000000000,0.000030221,32.112605556764,126.000000000000,300.000030763,-180.000000,-62.491557691,86.012250188,-169.400997739,200.000000000000,32.112605556764,126.000000000000,300.000030763,-180.000000,-62.491557691,86.012250188,-169.400997739,200.000000000000,32.112605556764,126.000000000000,300.000030763,-180.000000,-62.491557691,86.012250188,-169.400997739,200.000000000000
42,4.2000,31.999999999999,126.000000000000,0.000030221,32.112425204382,126.000000000000,300.000030762,-180.000000,-62.491244266,86.011818795,-169.401332396,200.000000000000,32.112425204382,126.000000000000,300.000030762,-180.000000,-62.491244266,86.011818795,-169.401332396,200.000000000000,32.112425204382,126.000000000000,300.000030762,-180.000000,-62.491244266,86.011818795,-169.401332396,200.000000000000
43,4.3000,31.999999999999,126.000000000000,0.000030221,32.112244851994,126.000000000000,300.000030762,-180.000000,-62.490930840,86.011387401,-169.401667052,200.000000000000,32.112244851994,126.000000000000,300.000030762,-180.000000,-62.490930840,86.011387401,-169.401667052,200.000000000000,32.112244851994,126.000000000000,300.000030762,-180.000000,-62.490930840,86.011387401,-169.401667052,200.000000000000
44,4.4000,31.999999999999,126.000000000000,0.000030221,32.112064499602,126.000000000000,300.000030761,-180.000000,-62.490617413,86.010956006,-169.402001707,200.000000000000,32.112064499602,126.000000000000,300.000030761,-180.000000,-62.490617413,86.010956006,-169.402001707,200.000000000000,32.112064499602,126.000000000000,300.000030761,-180.000000,-62.490617413,86.010956006,-169.402001707,200.000000000000
45,4.5000,31.999999999999,126.000000000000,0.000030221,32.111884147205,126.000000000000,300.000030760,-180.000000,-62.490303986,86.010524610,-169.402336359,200.000000000000,32.111884147205,126.000000000000,300.000030760,-180.000000,-62.490303986,86.010524610,-169.402336359,200.000000000000,32.111884147205,126.000000000000,300.000030760,-180.000000,-62.490303986,86.010524610,-169.402336359,200.000000000000
46,4.6000,31.999999999999,126.000000000000,0.000030221,32.111703794802,126.000000000000,300.000030760,-180.000000,-62.489990558,86.010093214,-169.402671010,200.000000000000,32.111703794802,126.000000000000,300.000030760,-180.000000,-62.489990558,86.010093214,-169.402671010,200.000000000000,32.111703794802,126.000000000000,300.000030760,-180.000000,-62.489990558,86.010093214,-169.402671010,200.000000000000
47,4.7000,31.999999999999,126.000000000000,0.000030221,32.111523442394,126.000000000000,300.000030759,-180.000000,-62.489677129,86.009661816,-169.403005660,200.000000000000,32.111523442394,126.000000000000,300.000030759,-180.000000,-62.489677129,86.009661816,-169.403005660,200.000000000000,32.111523442394,126.000000000000,300.000030759,-180.000000,-62.489677129,86.009661816,-169.403005660,200.000000000000
48,4.8000,31.999999999999,126.000000000000,0.000030221,32.111343089981,126.000000000000,300.000030758,-180.000000,-62.489363700,86.009230418,-169.403340307,200.000000000000,32.111343089981,126.000000000000,300.000030758,-180.000000,-62.489363700,86.009230418,-169.403340307,200.000000000000,32.111343089981,126.000000000000,300.000030758,-180.000000,-62.489363700,86.009230418,-169.403340307,200.000000000000
49,4.9000,31.999999999999,126.000000000000,0.000030221,32.111162737563,126.000000000000,300.000030757,-180.000000,-62.489050270,86.008799019,-169.403674953,200.000000000000,32.111162737563,126.000000000000,300.000030757,-180.000000,-62.489050270,86.008799019,-169.403674953,200.000000000000,32.111162737563,126.000000000000,300.000030757,-180.000000,-62.489050270,86.008799019,-169.403674953,200.000000000000
50,5.0000,31.999999999999,126.000000000000,0.000030221,32.110982385140,126.000000000000,300.000030755,-180.000000,-62.488736839,86.008367619,-169.404009598,200.000000000000,32.110982385140,126.000000000000,300.000030755,-180.000000,-62.488736839,86.008367619,-169.404009598,200.000000000000,32.110982385140,126.000000000000,300.000030755,-180.000000,-62.488736839,86.008367619,-169.404009598,200.000000000000
51,5.1000,31.999999999999,126.000000000000,0.000030221,32.110802032712,126.000000000000,300.000030755,-180.000000,-62.488423408,86.007936218,-169.404344241,200.000000000000,32.110802032712,126.000000000000,300.000030755,-180.000000,-62.488423408,86.007936218,-169.404344241,200.000000000000,32.110802032712,126.000000000000,300.000030755,-180.000000,-62.488423408,86.007936218,-169.404344241,200.000000000000
52,5.2000,31.999999999999,126.000000000000,0.000030221,32.110621680278,126.000000000000,300.000030754,-180.000000,-62.488109976,86.007504816,-169.404678882,200.000000000000,32.110621680278,126.000000000000,300.000030754,-180.000000,-62.488109976,86.007504816,-169.404678882,200.000000000000,32.110621680278,126.000000000000,300.000030754,-180.000000,-62.488109976,86.007504816,-169.404678882,200.000000000000
53,5.3000,31.999999999999,126.000000000000,0.000030221,32.110441327840,126.000000000000,300.000030753,-180.000000,-62.487796544,86.007073413,-169.405013521,200.000000000000,32.110441327840,126.000000000000,300.000030753,-180.000000,-62.487796544,86.007073413,-169.405013521,200.000000000000,32.110441327840,126.000000000000,300.000030753,-180.000000,-62.487796544,86.007073413,-169.405013521,200.000000000000
54,5.4000,31.999999999999,126.000000000000,0.000030221,32.110260975396,126.000000000000,300.000030753,-180.000000,-62.487483111,86.006642010,-169.405348159,200.000000000000,32.110260975396,126.000000000000,300.000030753,-180.000000,-62.487483111,86.006642010,-169.405348159,200.000000000000,32.110260975396,126.000000000000,300.000030753,-180.000000,-62.487483111,86.006642010,-169.405348159,200.000000000000
55,5.5000,31.999999999999,126.000000000000,0.000030221,32.110080622947,126.000000000000,300.000030751,-180.000000,-62.487169677,86.006210605,-169.405682795,200.000000000000,32.110080622947,126.000000000000,300.000030751,-180.000000,-62.487169677,86.006210605,-169.405682795,200.000000000000,32.110080622947,126.000000000000,300.000030751,-180.000000,-62.487169677,86.006210605,-169.405682795,200.000000000000
56,5.6000,31.999999999999,126.000000000000,0.000030221,32.109900270493,126.000000000000,300.000030750,-180.000000,-62.486856243,86.005779200,-169.406017429,200.000000000000,32.109900270493,126.000000000000,300.000030750,-180.000000,-62.486856243,86.005779200,-169.406017429,200.000000000000,32.109900270493,126.000000000000,300.000030750,-180.000000,-62.486856243,86.005779200,-169.406017429,200.000000000000
57,5.7000,31.999999999999,126.000000000000,0.000030221,32.109719918034,126.000000000000,300.000030749,-180.000000,-62.486542808,86.005347794,-169.406352062,200.000000000000,32.109719918034,126.000000000000,300.000030749,-180.000000,-62.486542808,86.005347794,-169.406352062,200.000000000000,32.109719918034,126.000000000000,300.000030749,-180.000000,-62.486542808,86.005347794,-169.406352062,200.000000000000
58,5.8000,31.999999999999,126.000000000000,0.000030221,32.109539565569,126.000000000000,300.000030749,-180.000000,-62.486229372,86.004916387,-169.406686693,200.000000000000,32.109539565569,126.000000000000,300.000030749,-180.000000,-62.486229372,86.004916387,-169.406686693,200.000000000000,32.109539565569,126.000000000000,300.000030749,-180.000000,-62.486229372,86.004916387,-169.406686693,200.000000000000
59,5.9000,31.999999999999,126.000000000000,0.000030221,32.109359213100,126.000000000000,300.000030746,-180.000000,-62.485915936,86.004484979,-169.407021322,200.000000000000,32.109359213100,126.000000000000,300.000030746,-180.000000,-62.485915936,86.004484979,-169.407021322,200.000000000000,32.109359213100,126.000000000000,300.000030746,-180.000000,-62.485915936,86.004484979,-169.407021322,200.000000000000
60,6.0000,31.999999999999,126.000000000000,0.000030221,32.109178860625,126.000000000000,300.000030746,-180.000000,-62.485602499,86.004053570,-169.407355950,200.000000000000,32.109178860625,126.000000000000,300.000030746,-180.000000,-62.485602499,86.004053570,-169.407355950,200.000000000000,32.109178860625,126.000000000000,300.000030746,-180.000000,-62.485602499,86.004053570,-169.407355950,200.000000000000
61,6.1000,31.999999999999,126.000000000000,0.000030221,32.108998508146,126.000000000000,300.000030746,-180.000000,-62.485289062,86.003622160,-169.407690576,200.000000000000,32.108998508146,126.000000000000,300.000030746,-180.000000,-62.485289062,86.003622160,-169.407690576,200.000000000000,32.108998508146,126.000000000000,300.000030746,-180.000000,-62.485289062,86.003622160,-169.407690576,200.000000000000
62,6.2000,31.999999999999,126.000000000000,0.000030221,32.108818155661,126.000000000000,300.000030745,-180.000000,-62.484975624,86.003190750,-169.408025200,200.000000000000,32.108818155661,126.000000000000,300.000030745,-180.000000,-62.484975624,86.003190750,-169.408025200,200.000000000000,32.108818155661,126.000000000000,300.000030745,-180.000000,-62.484975624,86.003190750,-169.408025200,200.000000000000
63,6.3000,31.999999999999,126.000000000000,0.000030221,32.108637803171,126.000000000000,300.000030743,-180.000000,-62.484662185,86.002759339,-169.408359823,200.000000000000,32.108637803171,126.000000000000,300.000030743,-180.000000,-62.484662185,86.002759339,-169.408359823,200.000000000000,32.108637803171,126.000000000000,300.000030743,-180.000000,-62.484662185,86.002759339,-169.408359823,200.000000000000
64,6.4000,31.999999999999,126.000000000000,0.000030221,32.108457450675,126.000000000000,300.000030742,-180.000000,-62.484348746,86.002327926,-169.408694444,200.000000000000,32.108457450675,126.000000000000,300.000030742,-180.000000,-62.484348746,86.002327926,-169.408694444,200.000000000000,32.108457450675,126.000000000000,300.000030742,-180.000000,-62.484348746,86.002327926,-169.408694444,200.000000000000
65,6.5000,31.999999999999,126.000000000000,0.000030221,32.108277098175,126.000000000000,300.000030741,-180.000000,-62.484035306,86.001896513,-169.409029063,200.000000000000,32.108277098175,126.000000000000,300.000030741,-180.000000,-62.484035306,86.001896513,-169.409029063,200.000000000000,32.108277098175,126.000000000000,300.000030741,-180.000000,-62.484035306,86.001896513,-169.409029063,200.000000000000
66,6.6000,31.999999999999,126.000000000000,0.000030221,32.108096745670,126.000000000000,300.000030741,-180.000000,-62.483721865,86.001465099,-169.409363680,200.000000000000,32.108096745670,126.000000000000,300.000030741,-180.000000,-62.483721865,86.001465099,-169.409363680,200.000000000000,32.108096745670,126.000000000000,300.000030741,-180.000000,-62.483721865,86.001465099,-169.409363680,200.000000000000
67,6.7000,31.999999999999,126.000000000000,0.000030221,32.107916393159,126.000000000000,300.000030740,-180.000000,-62.483408424,86.001033684,-169.409698296,200.000000000000,32.107916393159,126.000000000000,300.000030740,-180.000000,-62.483408424,86.001033684,-169.409698296,200.000000000000,32.107916393159,126.000000000000,300.000030740,-180.000000,-62.483408424,86.001033684,-169.409698296,200.000000000000
68,6.8000,31.999999999999,126.000000000000,0.000030221,32.107736040643,126.000000000000,300.000030739,-180.000000,-62.483094982,86.000602269,-169.410032911,200.000000000000,32.107736040643,126.000000000000,300.000030739,-180.000000,-62.483094982,86.000602269,-169.410032911,200.000000000000,32.107736040643,126.000000000000,300.000030739,-180.000000,-62.483094982,86.000602269,-169.410032911,200.000000000000
69,6.9000,31.999999999999,126.000000000000,0.000030221,32.107555688122,126.000000000000,300.000030738,-180.000000,-62.482781540,86.000170852,-169.410367523,200.000000000000,32.107555688122,126.000000000000,300.000030738,-180.000000,-62.482781540,86.000170852,-169.410367523,200.000000000000,32.107555688122,126.000000000000,300.000030738,-180.000000,-62.482781540,86.000170852,-169.410367523,200.000000000000
70,7.0000,31.999999999999,126.000000000000,0.000030221,32.107375335596,126.000000000000,300.000030737,-180.000000,-62.482468097,85.999739435,-169.410702134,200.000000000000,32.107375335596,126.000000000000,300.000030737,-180.000000,-62.482468097,85.999739435,-169.410702134,200.000000000000,32.107375335596,126.000000000000,300.000030737,-180.000000,-62.482468097,85.999739435,-169.410702134,200.000000000000
71,7.1000,31.999999999999,126.000000000000,0.000030221,32.107194983065,126.000000000000,300.000030737,-180.000000,-62.482154653,85.999308017,-169.411036744,200.000000000000,32.107194983065,126.000000000000,300.000030737,-180.000000,-62.482154653,85.999308017,-169.411036744,200.000000000000,32.107194983065,126.000000000000,300.000030737,-180.000000,-62.482154653,85.999308017,-169.411036744,200.000000000000
72,7.2000,31.999999999999,126.000000000000,0.000030221,32.107014630529,126.000000000000,300.000030736,-180.000000,-62.481841209,85.998876597,-169.411371351,200.000000000000,32.107014630529,126.000000000000,300.000030736,-180.000000,-62.481841209,85.998876597,-169.411371351,200.000000000000,32.107014630529,126.000000000000,300.000030736,-180.000000,-62.481841209,85.998876597,-169.411371351,200.000000000000
