t,id,lat_deg,lon_deg,alt_m,yaw_deg
16.6,0,32.000000000,126.000000000,0.0000,0.0000
16.6,1,32.124999999,126.024722604,0.0001,270.0000
16.6,2,32.090061469,126.000000000,300.0053,180.0000
16.7,0,32.000000000,126.000000000,0.0000,0.0000
16.7,1,32.124999999,126.024690812,0.0001,270.0000
16.7,2,32.089881116,126.000000000,300.0053,180.0000
16.8,0,32.000000000,126.000000000,0.0000,0.0000
16.8,1,32.124999999,126.024659021,0.0001,270.0000
16.8,2,32.089700763,126.000000000,300.0053,180.0000
16.9,0,32.000000000,126.000000000,0.0000,0.0000
16.9,1,32.124999999,126.024627229,0.0001,270.0000
16.9,2,32.089520410,126.000000000,300.0054,180.0000
17.0,0,32.000000000,126.000000000,0.0000,0.0000
17.0,1,32.124999999,126.024595438,0.0002,270.0000
17.0,2,32.089340057,126.000000000,300.0054,180.0000
17.1,0,32.000000000,126.000000000,0.0000,0.0000
17.1,1,32.124999999,126.024563646,0.0002,270.0000
17.1,2,32.089159704,126.000000000,300.0054,180.0000
17.2,0,32.000000000,126.000000000,0.0000,0.0000
17.2,1,32.124999999,126.024531855,0.0002,270.0000
17.2,2,32.088979351,126.000000000,300.0054,180.0000
17.3,0,32.000000000,126.000000000,0.0000,0.0000
17.3,1,32.124999999,126.024500063,0.0002,270.0000
17.3,2,32.088798998,126.000000000,300.0055,180.0000
17.4,0,32.000000000,126.000000000,0.0000,0.0000
17.4,1,32.124999999,126.024468272,0.0002,270.0000
17.4,2,32.088618645,126.000000000,300.0055,180.0000
17.5,0,32.000000000,126.000000000,0.0000,0.0000
17.5,1,32.124999999,126.024436480,0.0002,270.0000
17.5,2,32.088438292,126.000000000,300.0055,180.0000
17.6,0,32.000000000,126.000000000,0.0000,0.0000
17.6,1,32.124999999,126.024404689,0.0002,270.0000
17.6,2,32.088257939,126.000000000,300.0056,180.0000
17.7,0,32.000000000,126.000000000,0.0000,0.0000
17.7,1,32.124999999,126.024372897,0.0002,270.0000
17.7,2,32.088077586,126.000000000,300.0056,180.0000
17.8,0,32.000000000,126.000000000,0.0000,0.0000
17.8,1,32.124999999,126.024341105,0.0002,270.0000
17.8,2,32.087897233,126.000000000,300.0056,180.0000
17.9,0,32.000000000,126.000000000,0.0000,0.0000
17.9,1,32.124999999,126.024309314,0.0002,270.0000
17.9,2,32.087716879,126.000000000,300.0057,180.0000
18.0,0,32.000000000,126.000000000,0.0000,0.0000
18.0,1,32.124999999,126.024277522,0.0002,270.0000
18.0,2,32.087536526,126.000000000,300.0057,180.0000
18.1,0,32.000000000,126.000000000,0.0000,0.0000
18.1,1,32.124999999,126.024245731,0.0002,270.0000
18.1,2,32.087356173,126.000000000,300.0057,180.0000
18.2,0,32.000000000,126.000000000,0.0000,0.0000
18.2,1,32.124999999,126.024213939,0.0002,270.0000
18.2,2,32.087175820,126.000000000,300.0058,180.0000
18.3,0,32.000000000,126.000000000,0.0000,0.0000
18.3,1,32.124999999,126.024182148,0.0002,270.0000
18.3,2,32.086995467,126.000000000,300.0058,180.0000
18.4,0,32.000000000,126.000000000,0.0000,0.0000
18.4,1,32.124999999,126.024150356,0.0002,270.0000
18.4,2,32.086815114,126.000000000,300.0058,180.0000
18.5,0,32.000000000,126.000000000,0.0000,0.0000
18.5,1,32.124999999,126.024118565,0.0002,270.0000
18.5,2,32.086634761,126.000000000,300.0059,180.0000
18.6,0,32.000000000,126.000000000,0.0000,0.0000
18.6,1,32.124999999,126.024086773,0.0002,270.0000
18.6,2,32.086454408,126.000000000,300.0059,180.0000
18.7,0,32.000000000,126.000000000,0.0000,0.0000
18.7,1,32.124999999,126.024054982,0.0002,270.0000
18.7,2,32.086274055,126.000000000,300.0059,180.0000
18.8,0,32.000000000,126.000000000,0.0000,0.0000
18.8,1,32.124999999,126.024023190,0.0002,270.0000
18.8,2,32.086093701,126.000000000,300.0059,180.0000
18.9,0,32.000000000,126.000000000,0.0000,0.0000
18.9,1,32.124999999,126.023991398,0.0002,270.0000
18.9,2,32.085913348,126.000000000,300.0060,180.0000
19.0,0,32.000000000,126.000000000,0.0000,0.0000
19.0,1,32.124999999,126.023959607,0.0002,270.0000
19.0,2,32.085732995,126.000000000,300.0060,180.0000
19.1,0,32.000000000,126.000000000,0.0000,0.0000
19.1,1,32.124999999,126.023927815,0.0002,270.0000
19.1,2,32.085552642,126.000000000,300.0060,180.0000
19.2,0,32.000000000,126.000000000,0.0000,0.0000
19.2,1,32.124999999,126.023896024,0.0002,270.0000
19.2,2,32.085372289,126.000000000,300.0061,180.0000
19.3,0,32.000000000,126.000000000,0.0000,0.0000
19.3,1,32.124999999,126.023864232,0.0002,270.0000
19.3,2,32.085191936,126.000000000,300.0061,180.0000
19.4,0,32.000000000,126.000000000,0.0000,0.0000
19.4,1,32.124999999,126.023832441,0.0002,270.0000
19.4,2,32.085011583,126.000000000,300.0061,180.0000
19.5,0,32.000000000,126.000000000,0.0000,0.0000
19.5,1,32.124999999,126.023800649,0.0002,270.0000
19.5,2,32.084831229,126.000000000,300.0062,180.0000
19.6,0,32.000000000,126.000000000,0.0000,0.0000
19.6,1,32.124999999,126.023768858,0.0002,270.0000
19.6,2,32.084650876,126.000000000,300.0062,180.0000
19.7,0,32.000000000,126.000000000,0.0000,0.0000
19.7,1,32.124999999,126.023737066,0.0002,270.0000
19.7,2,32.084470523,126.000000000,300.0062,180.0000
19.8,0,32.000000000,126.000000000,0.0000,0.0000
19.8,1,32.124999999,126.023705275,0.0002,270.0000
19.8,2,32.084290170,126.000000000,300.0063,180.0000
19.9,0,32.000000000,126.000000000,0.0000,0.0000
19.9,1,32.124999999,126.023673483,0.0002,270.0000
19.9,2,32.084109817,126.000000000,300.0063,180.0000
20.0,0,32.000000000,126.000000000,0.0000,0.0000
20.0,1,32.124999999,126.023641692,0.0002,270.0000
20.0,2,32.083929463,126.000000000,300.0063,180.0000
20.1,0,32.000000000,126.000000000,0.0000,0.0000
20.1,1,32.124999999,126.023609900,0.0002,270.0000
20.1,2,32.083749110,126.000000000,300.0064,180.0000
20.2,0,32.000000000,126.000000000,0.0000,0.0000
20.2,1,32.124999999,126.023578108,0.0002,270.0000
20.2,2,32.083568757,126.000000000,300.0064,180.0000
20.3,0,32.000000000,126.000000000,0.0000,0.0000
20.3,1,32.124999999,126.023546317,0.0002,270.0000
20.3,2,32.083388404,126.000000000,300.0064,180.0000
20.4,0,32.000000000,126.000000000,0.0000,0.0000
20.4,1,32.124999999,126.023514525,0.0002,270.0000
20.4,2,32.083208051,126.000000000,300.0065,180.0000
20.5,0,32.000000000,126.000000000,0.0000,0.0000
20.5,1,32.124999999,126.023482734,0.0002,270.0000
20.5,2,32.083027697,126.000000000,300.0065,180.0000
20.6,0,32.000000000,126.000000000,0.0000,0.0000
20.6,1,32.124999999,126.023450942,0.0002,270.0000
20.6,2,32.082847344,126.000000000,300.0065,180.0000
20.7,0,32.000000000,126.000000000,0.0000,0.0000
20.7,1,32.124999999,126.023419151,0.0002,270.0000
20.7,2,32.082666991,126.000000000,300.0065,180.0000
20.8,0,32.000000000,126.000000000,0.0000,0.0000
20.8,1,32.124999999,126.023387359,0.0002,270.0000
20.8,2,32.082486638,126.000000000,300.0066,180.0000
20.9,0,32.000000000,126.000000000,0.0000,0.0000
20.9,1,32.124999999,126.023355568,0.0002,270.0000
20.9,2,32.082306284,126.000000000,300.0066,180.0000
21.0,0,32.000000000,126.000000000,0.0000,0.0000
21.0,1,32.124999999,126.023323776,0.0002,270.0000
21.0,2,32.082125931,126.000000000,300.0066,180.0000
21.1,0,32.000000000,126.000000000,0.0000,0.0000
21.1,1,32.124999999,126.023291985,0.0002,270.0000
21.1,2,32.081945578,126.000000000,300.0067,180.0000
21.2,0,32.000000000,126.000000000,0.0000,0.0000
21.2,1,32.124999999,126.023260193,0.0002,270.0000
21.2,2,32.081765225,126.000000000,300.0067,180.0000
21.3,0,32.000000000,126.000000000,0.0000,0.0000
21.3,1,32.124999999,126.023228401,0.0002,270.0000
21.3,2,32.081584871,126.000000000,300.0067,180.0000
21.4,0,32.000000000,126.000000000,0.0000,0.0000
21.4,1,32.124999999,126.023196610,0.0002,270.0000
21.4,2,32.081404518,126.000000000,300.0068,180.0000
21.5,0,32.000000000,126.000000000,0.0000,0.0000
21.5,1,32.124999999,126.023164818,0.0002,270.0000
21.5,2,32.081224165,126.000000000,300.0068,180.0000
21.6,0,32.000000000,126.000000000,0.0000,0.0000
21.6,1,32.124999999,126.023133027,0.0002,270.0000
21.6,2,32.081043812,126.000000000,300.0068,180.0000
21.7,0,32.000000000,126.000000000,0.0000,0.0000
21.7,1,32.124999999,126.023101235,0.0002,270.0000
21.7,2,32.080863458,126.000000000,300.0069,180.0000
21.8,0,32.000000000,126.000000000,0.0000,0.0000
21.8,1,32.124999999,126.023069444,0.0002,270.0000
21.8,2,32.080683105,126.000000000,300.0069,180.0000
21.9,0,32.000000000,126.000000000,0.0000,0.0000
21.9,1,32.124999999,126.023037652,0.0002,270.0000
21.9,2,32.080502752,126.000000000,300.0069,180.0000
22.0,0,32.000000000,126.000000000,0.0000,0.0000
22.0,1,32.124999999,126.023005861,0.0002,270.0000
22.0,2,32.080322398,126.000000000,300.0070,180.0000
22.1,0,32.000000000,126.000000000,0.0000,0.0000
22.1,1,32.124999999,126.022974069,0.0002,270.0000
22.1,2,32.080142045,126.000000000,300.0070,180.0000
22.2,0,32.000000000,126.000000000,0.0000,0.0000
22.2,1,32.124999999,126.022942278,0.0002,270.0000
22.2,2,32.079961692,126.000000000,300.0070,180.0000
22.3,0,32.000000000,126.000000000,0.0000,0.0000
22.3,1,32.124999999,126.022910486,0.0002,270.0000
22.3,2,32.079781339,126.000000000,300.0071,180.0000
22.4,0,32.000000000,126.000000000,0.0000,0.0000
22.4,1,32.124999999,126.022878695,0.0002,270.0000
22.4,2,32.079600985,126.000000000,300.0071,180.0000
22.5,0,32.000000000,126.000000000,0.0000,0.0000
22.5,1,32.124999999,126.022846903,0.0002,270.0000
22.5,2,32.079420632,126.000000000,300.0071,180.0000
22.6,0,32.000000000,126.000000000,0.0000,0.0000
22.6,1,32.124999999,126.022815111,0.0002,270.0000
22.6,2,32.079240279,126.000000000,300.0071,180.0000
22.7,0,32.000000000,126.000000000,0.0000,0.0000
22.7,1,32.124999999,126.022783320,0.0002,270.0000
22.7,2,32.079059925,126.000000000,300.0072,180.0000
22.8,0,32.000000000,126.000000000,0.0000,0.0000
22.8,1,32.124999999,126.022751528,0.0002,270.0000
22.8,2,32.078879572,126.000000000,300.0072,180.0000
22.9,0,32.000000000,126.000000000,0.0000,0.0000
22.9,1,32.124999999,126.022719737,0.0002,270.0000
22.9,2,32.078699219,126.000000000,300.0072,180.0000
23.0,0,32.000000000,126.000000000,0.0000,0.0000
23.0,1,32.124999999,126.022687945,0.0002,270.0000
23.0,2,32.078518865,126.000000000,300.0073,180.0000
23.1,0,32.000000000,126.000000000,0.0000,0.0000
23.1,1,32.124999999,126.022656154,0.0002,270.0000
23.1,2,32.078338512,126.000000000,300.0073,180.0000
23.2,0,32.000000000,126.000000000,0.0000,0.0000
23.2,1,32.124999999,126.022624362,0.0002,270.0000
23.2,2,32.078158159,126.000000000,300.0073,180.0000
23.3,0,32.000000000,126.000000000,0.0000,0.0000
23.3,1,32.124999999,126.022592571,0.0002,270.0000
23.3,2,32.077977805,126.000000000,300.0074,180.0000
23.4,0,32.000000000,126.000000000,0.0000,0.0000
23.4,1,32.124999999,126.022560779,0.0002,270.0000
23.4,2,32.077797452,126.000000000,300.0074,180.0000
23.5,0,32.000000000,126.000000000,0.0000,0.0000
23.5,1,32.124999999,126.022528988,0.0002,270.0000
23.5,2,32.077617098,126.000000000,300.0074,180.0000
23.6,0,32.000000000,126.000000000,0.0000,0.0000
23.6,1,32.124999999,126.022497196,0.0002,270.0000
23.6,2,32.077436745,126.000000000,300.0075,180.0000
23.7,0,32.000000000,126.000000000,0.0000,0.0000
23.7,1,32.124999999,126.022465404,0.0002,270.0000
23.7,2,32.077256392,126.000000000,300.0075,180.0000
23.8,0,32.000000000,126.000000000,0.0000,0.0000
23.8,1,32.124999999,126.022433613,0.0002,270.0000
23.8,2,32.077076038,126.000000000,300.0075,180.0000
23.9,0,32.000000000,126.000000000,0.0000,0.0000
23.9,1,32.124999999,126.022401821,0.0002,270.0000
23.9,2,32.076895685,126.000000000,300.0076,180.0000
24.0,0,32.000000000,126.000000000,0.0000,0.0000
24.0,1,32.124999999,126.022370030,0.0002,270.0000
24.0,2,32.076715331,126.000000000,300.0076,180.0000
24.1,0,32.000000000,126.000000000,0.0000,0.0000
24.1,1,32.124999999,126.022338238,0.0002,270.0000
24.1,2,32.076534978,126.000000000,300.0076,180.0000
24.2,0,32.000000000,126.000000000,0.0000,0.0000
24.2,1,32.124999999,126.022306447,0.0002,270.0000
24.2,2,32.076354625,126.000000000,300.0076,180.0000
24.3,0,32.000000000,126.000000000,0.0000,0.0000
24.3,1,32.124999999,126.022274655,0.0002,270.0000
24.3,2,32.076174271,126.000000000,300.0077,180.0000
24.4,0,32.000000000,126.000000000,0.0000,0.0000
24.4,1,32.124999999,126.022242864,0.0002,270.0000
24.4,2,32.075993918,126.000000000,300.0077,180.0000
24.5,0,32.000000000,126.000000000,0.0000,0.0000
24.5,1,32.124999999,126.022211072,0.0002,270.0000
24.5,2,32.075813564,126.000000000,300.0077,180.0000
24.6,0,32.000000000,126.000000000,0.0000,0.0000
24.6,1,32.124999999,126.022179281,0.0002,270.0000
24.6,2,32.075633211,126.000000000,300.0078,180.0000
24.7,0,32.000000000,126.000000000,0.0000,0.0000
24.7,1,32.124999999,126.022147489,0.0002,270.0000
24.7,2,32.075452858,126.000000000,300.0078,180.0000
24.8,0,32.000000000,126.000000000,0.0000,0.0000
24.8,1,32.124999999,126.022115697,0.0002,270.0000
24.8,2,32.075272504,126.000000000,300.0078,180.0000
24.9,0,32.000000000,126.000000000,0.0000,0.0000
24.9,1,32.124999999,126.022083906,0.0002,270.0000
24.9,2,32.075092151,126.000000000,300.0079,180.0000
25.0,0,32.000000000,126.000000000,0.0000,0.0000
25.0,1,32.124999999,126.022052114,0.0002,270.0000
25.0,2,32.074911797,126.000000000,300.0079,180.0000
25.1,0,32.000000000,126.000000000,0.0000,0.0000
25.1,1,32.124999999,126.022020323,0.0002,270.0000
25.1,2,32.074731444,126.000000000,300.0079,180.0000
25.2,0,32.000000000,126.000000000,0.0000,0.0000
25.2,1,32.124999999,126.021988531,0.0002,270.0000
25.2,2,32.074551090,126.000000000,300.0080,180.0000
25.3,0,32.000000000,126.000000000,0.0000,0.0000
25.3,1,32.124999999,126.021956740,0.0002,270.0000
25.3,2,32.074370737,126.000000000,300.0080,180.0000
25.4,0,32.000000000,126.000000000,0.0000,0.0000
25.4,1,32.124999999,126.021924948,0.0002,270.0000
25.4,2,32.074190383,126.000000000,300.0080,180.0000
25.5,0,32.000000000,126.000000000,0.0000,0.0000
25.5,1,32.124999999,126.021893157,0.0002,270.0000
25.5,2,32.074010030,126.000000000,300.0081,180.0000
25.6,0,32.000000000,126.000000000,0.0000,0.0000
25.6,1,32.124999999,126.021861365,0.0002,270.0000
25.6,2,32.073829676,126.000000000,300.0081,180.0000
25.7,0,32.000000000,126.000000000,0.0000,0.0000
25.7,1,32.124999999,126.021829574,0.0002,270.0000
25.7,2,32.073649323,126.000000000,300.0081,180.0000
25.8,0,32.000000000,126.000000000,0.0000,0.0000
25.8,1,32.124999999,126.021797782,0.0002,270.0000
25.8,2,32.073468969,126.000000000,300.0082,180.0000
25.9,0,32.000000000,126.000000000,0.0000,0.0000
25.9,1,32.124999999,126.021765991,0.0002,270.0000
25.9,2,32.073288616,126.000000000,300.0082,180.0000
26.0,0,32.000000000,126.000000000,0.0000,0.0000
26.0,1,32.124999999,126.021734199,0.0002,270.0000
26.0,2,32.073108262,126.000000000,300.0082,180.0000
26.1,0,32.000000000,126.000000000,0.0000,0.0000
26.1,1,32.124999999,126.021702407,0.0002,270.0000
26.1,2,32.072927909,126.000000000,300.0082,180.0000
26.2,0,32.000000000,126.000000000,0.0000,0.0000
26.2,1,32.124999999,126.021670616,0.0002,270.0000
26.2,2,32.072747555,126.000000000,300.0083,180.0000
26.3,0,32.000000000,126.000000000,0.0000,0.0000
26.3,1,32.124999999,126.021638824,0.0002,270.0000
26.3,2,32.072567202,126.000000000,300.0083,180.0000
26.4,0,32.000000000,126.000000000,0.0000,0.0000
26.4,1,32.124999999,126.021607033,0.0002,270.0000
26.4,2,32.072386848,126.000000000,300.0083,180.0000
26.5,0,32.000000000,126.000000000,0.0000,0.0000
26.5,1,32.124999999,126.021575241,0.0002,270.0000
26.5,2,32.072206495,126.000000000,300.0084,180.0000
26.6,0,32.000000000,126.000000000,0.0000,0.0000
26.6,1,32.124999999,126.021543450,0.0002,270.0000
26.6,2,32.072026141,126.000000000,300.0084,180.0000
26.7,0,32.000000000,126.000000000,0.0000,0.0000
26.7,1,32.124999999,126.021511658,0.0002,270.0000
26.7,2,32.071845788,126.000000000,300.0084,180.0000
26.8,0,32.000000000,126.000000000,0.0000,0.0000
26.8,1,32.124999999,126.021479867,0.0002,270.0000
26.8,2,32.071665434,126.000000000,300.0085,180.0000
26.9,0,32.000000000,126.000000000,0.0000,0.0000
26.9,1,32.124999999,126.021448075,0.0002,270.0000
26.9,2,32.071485081,126.000000000,300.0085,180.0000
27.0,0,32.000000000,126.000000000,0.0000,0.0000
27.0,1,32.124999999,126.021416284,0.0002,270.0000
27.0,2,32.071304727,126.000000000,300.0085,180.0000
27.1,0,32.000000000,126.000000000,0.0000,0.0000
27.1,1,32.124999999,126.021384492,0.0002,270.0000
27.1,2,32.071124374,126.000000000,300.0086,180.0000
27.2,0,32.000000000,126.000000000,0.0000,0.0000
27.2,1,32.124999999,126.021352700,0.0002,270.0000
27.2,2,32.070944020,126.000000000,300.0086,180.0000
27.3,0,32.000000000,126.000000000,0.0000,0.0000
27.3,1,32.124999999,126.021320909,0.0002,270.0000
27.3,2,32.070763666,126.000000000,300.0086,180.0000
27.4,0,32.000000000,126.000000000,0.0000,0.0000
27.4,1,32.124999999,126.021289117,0.0002,270.0000
27.4,2,32.070583313,126.000000000,300.0087,180.0000
27.5,0,32.000000000,126.000000000,0.0000,0.0000
27.5,1,32.124999999,126.021257326,0.0002,270.0000
27.5,2,32.070402959,126.000000000,300.0087,180.0000
27.6,0,32.000000000,126.000000000,0.0000,0.0000
27.6,1,32.124999999,126.021225534,0.0002,270.0000
27.6,2,32.070222606,126.000000000,300.0087,180.0000
27.7,0,32.000000000,126.000000000,0.0000,0.0000
27.7,1,32.124999999,126.021193743,0.0002,270.0000
27.7,2,32.070042252,126.000000000,300.0087,180.0000
27.8,0,32.000000000,126.000000000,0.0000,0.0000
27.8,1,32.124999999,126.021161951,0.0002,270.0000
27.8,2,32.069861898,126.000000000,300.0088,180.0000
27.9,0,32.000000000,126.000000000,0.0000,0.0000
27.9,1,32.124999999,126.021130160,0.0002,270.0000
27.9,2,32.069681545,126.000000000,300.0088,180.0000
28.0,0,32.000000000,126.000000000,0.0000,0.0000
28.0,1,32.124999999,126.021098368,0.0002,270.0000
28.0,2,32.069501191,126.000000000,300.0088,180.0000
28.1,0,32.000000000,126.000000000,0.0000,0.0000
28.1,1,32.124999999,126.021066577,0.0002,270.0000
28.1,2,32.069320838,126.000000000,300.0089,180.0000
28.2,0,32.000000000,126.000000000,0.0000,0.0000
28.2,1,32.124999999,126.021034785,0.0002,270.0000
28.2,2,32.069140484,126.000000000,300.0089,180.0000
28.3,0,32.000000000,126.000000000,0.0000,0.0000
28.3,1,32.124999999,126.021002994,0.0002,270.0000
28.3,2,32.068960130,126.000000000,300.0089,180.0000
28.4,0,32.000000000,126.000000000,0.0000,0.0000
28.4,1,32.124999999,126.020971202,0.0002,270.0000
28.4,2,32.068779777,126.000000000,300.0090,180.0000
28.5,0,32.000000000,126.000000000,0.0000,0.0000
28.5,1,32.124999999,126.020939410,0.0002,270.0000
28.5,2,32.068599423,126.000000000,300.0090,180.0000
28.6,0,32.000000000,126.000000000,0.0000,0.0000
28.6,1,32.124999999,126.020907619,0.0002,270.0000
28.6,2,32.068419070,126.000000000,300.0090,180.0000
28.7,0,32.000000000,126.000000000,0.0000,0.0000
28.7,1,32.124999999,126.020875827,0.0002,270.0000
28.7,2,32.068238716,126.000000000,300.0091,180.0000
28.8,0,32.000000000,126.000000000,0.0000,0.0000
28.8,1,32.124999999,126.020844036,0.0002,270.0000
28.8,2,32.068058362,126.000000000,300.0091,180.0000
28.9,0,32.000000000,126.000000000,0.0000,0.0000
28.9,1,32.124999999,126.020812244,0.0002,270.0000
28.9,2,32.067878009,126.000000000,300.0091,180.0000
29.0,0,32.000000000,126.000000000,0.0000,0.0000
29.0,1,32.124999999,126.020780453,0.0002,270.0000
29.0,2,32.067697655,126.000000000,300.0092,180.0000
29.1,0,32.000000000,126.000000000,0.0000,0.0000
29.1,1,32.124999999,126.020748661,0.0002,270.0000
29.1,2,32.067517301,126.000000000,300.0092,180.0000
29.2,0,32.000000000,126.000000000,0.0000,0.0000
29.2,1,32.124999999,126.020716870,0.0002,270.0000
29.2,2,32.067336948,126.000000000,300.0092,180.0000
29.3,0,32.000000000,126.000000000,0.0000,0.0000
29.3,1,32.124999999,126.020685078,0.0002,270.0000
29.3,2,32.067156594,126.000000000,300.0093,180.0000
29.4,0,32.000000000,126.000000000,0.0000,0.0000
29.4,1,32.124999999,126.020653287,0.0002,270.0000
29.4,2,32.066976240,126.000000000,300.0093,180.0000
29.5,0,32.000000000,126.000000000,0.0000,0.0000
29.5,1,32.124999999,126.020621495,0.0002,270.0000
29.5,2,32.066795887,126.000000000,300.0093,180.0000
29.6,0,32.000000000,126.000000000,0.0000,0.0000
29.6,1,32.124999999,126.020589703,0.0002,270.0000
29.6,2,32.066615533,126.000000000,300.0093,180.0000
29.7,0,32.000000000,126.000000000,0.0000,0.0000
29.7,1,32.124999999,126.020557912,0.0002,270.0000
29.7,2,32.066435179,126.000000000,300.0094,180.0000
29.8,0,32.000000000,126.000000000,0.0000,0.0000
29.8,1,32.124999999,126.020526120,0.0002,270.0000
29.8,2,32.066254825,126.000000000,300.0094,180.0000
29.9,0,32.000000000,126.000000000,0.0000,0.0000
29.9,1,32.124999999,126.020494329,0.0002,270.0000
29.9,2,32.066074472,126.000000000,300.0094,180.0000
30.0,0,32.000000000,126.000000000,0.0000,0.0000
30.0,1,32.124999999,126.020462537,0.0002,270.0000
30.0,2,32.065894118,126.000000000,300.0095,180.0000
30.1,0,32.000000000,126.000000000,0.0000,0.0000
30.1,1,32.124999999,126.020430746,0.0002,270.0000
30.1,2,32.065713764,126.000000000,300.0095,180.0000
30.2,0,32.000000000,126.000000000,0.0000,0.0000
30.2,1,32.124999999,126.020398954,0.0002,270.0000
30.2,2,32.065533411,126.000000000,300.0095,180.0000
30.3,0,32.000000000,126.000000000,0.0000,0.0000
30.3,1,32.124999999,126.020367163,0.0002,270.0000
30.3,2,32.065353057,126.000000000,300.0096,180.0000
30.4,0,32.000000000,126.000000000,0.0000,0.0000
30.4,1,32.124999999,126.020335371,0.0002,270.0000
30.4,2,32.065172703,126.000000000,300.0096,180.0000
30.5,0,32.000000000,126.000000000,0.0000,0.0000
30.5,1,32.124999999,126.020303580,0.0002,270.0000
30.5,2,32.064992349,126.000000000,300.0096,180.0000
30.6,0,32.000000000,126.000000000,0.0000,0.0000
30.6,1,32.124999999,126.020271788,0.0002,270.0000
30.6,2,32.064811996,126.000000000,300.0097,180.0000
30.7,0,32.000000000,126.000000000,0.0000,0.0000
30.7,1,32.124999999,126.020239996,0.0002,270.0000
30.7,2,32.064631642,126.000000000,300.0097,180.0000
30.8,0,32.000000000,126.000000000,0.0000,0.0000
30.8,1,32.124999999,126.020208205,0.0002,270.0000
30.8,2,32.064451288,126.000000000,300.0097,180.0000
30.9,0,32.000000000,126.000000000,0.0000,0.0000
30.9,1,32.124999999,126.020176413,0.0002,270.0000
30.9,2,32.064270934,126.000000000,300.0098,180.0000
31.0,0,32.000000000,126.000000000,0.0000,0.0000
31.0,1,32.124999999,126.020144622,0.0002,270.0000
31.0,2,32.064090581,126.000000000,300.0098,180.0000
31.1,0,32.000000000,126.000000000,0.0000,0.0000
31.1,1,32.124999999,126.020112830,0.0003,270.0000
31.1,2,32.063910227,126.000000000,300.0098,180.0000
31.2,0,32.000000000,126.000000000,0.0000,0.0000
31.2,1,32.124999999,126.020081039,0.0003,270.0000
31.2,2,32.063729873,126.000000000,300.0099,180.0000
31.3,0,32.000000000,126.000000000,0.0000,0.0000
31.3,1,32.124999999,126.020049247,0.0003,270.0000
31.3,2,32.063549519,126.000000000,300.0099,180.0000
31.4,0,32.000000000,126.000000000,0.0000,0.0000
31.4,1,32.124999999,126.020017456,0.0003,270.0000
31.4,2,32.063369166,126.000000000,300.0099,180.0000
31.5,0,32.000000000,126.000000000,0.0000,0.0000
31.5,1,32.124999999,126.019985664,0.0003,270.0000
31.5,2,32.063188812,126.000000000,300.0099,180.0000
31.6,0,32.000000000,126.000000000,0.0000,0.0000
31.6,1,32.124999999,126.019953873,0.0003,270.0000
31.6,2,32.063008458,126.000000000,300.0100,180.0000
31.7,0,32.000000000,126.000000000,0.0000,0.0000
31.7,1,32.124999999,126.019922081,0.0003,270.0000
31.7,2,32.062828104,126.000000000,300.0100,180.0000
31.8,0,32.000000000,126.000000000,0.0000,0.0000
31.8,1,32.124999999,126.019890290,0.0003,270.0000
31.8,2,32.062647750,126.000000000,300.0100,180.0000
31.9,0,32.000000000,126.000000000,0.0000,0.0000
31.9,1,32.124999999,126.019858498,0.0003,270.0000
31.9,2,32.062467397,126.000000000,300.0101,180.0000
32.0,0,32.000000000,126.000000000,0.0000,0.0000
32.0,1,32.124999999,126.019826706,0.0003,270.0000
32.0,2,32.062287043,126.000000000,300.0101,180.0000
32.1,0,32.000000000,126.000000000,0.0000,0.0000
32.1,1,32.124999999,126.019794915,0.0003,270.0000
32.1,2,32.062106689,126.000000000,300.0101,180.0000
32.2,0,32.000000000,126.000000000,0.0000,0.0000
32.2,1,32.124999999,126.019763123,0.0003,270.0000
32.2,2,32.061926335,126.000000000,300.0102,180.0000
32.3,0,32.000000000,126.000000000,0.0000,0.0000
32.3,1,32.124999999,126.019731332,0.0003,270.0000
32.3,2,32.061745981,126.000000000,300.0102,180.0000
32.4,0,32.000000000,126.000000000,0.0000,0.0000
32.4,1,32.124999999,126.019699540,0.0003,270.0000
32.4,2,32.061565628,126.000000000,300.0102,180.0000
32.5,0,32.000000000,126.000000000,0.0000,0.0000
32.5,1,32.124999999,126.019667749,0.0003,270.0000
32.5,2,32.061385274,126.000000000,300.0103,180.0000
32.6,0,32.000000000,126.000000000,0.0000,0.0000
32.6,1,32.124999999,126.019635957,0.0003,270.0000
32.6,2,32.061204920,126.000000000,300.0103,180.0000
32.7,0,32.000000000,126.000000000,0.0000,0.0000
32.7,1,32.124999999,126.019604166,0.0003,270.0000
32.7,2,32.061024566,126.000000000,300.0103,180.0000
32.8,0,32.000000000,126.000000000,0.0000,0.0000
32.8,1,32.124999999,126.019572374,0.0003,270.0000
32.8,2,32.060844212,126.000000000,300.0104,180.0000
32.9,0,32.000000000,126.000000000,0.0000,0.0000
32.9,1,32.124999999,126.019540583,0.0003,270.0000
32.9,2,32.060663858,126.000000000,300.0104,180.0000
33.0,0,32.000000000,126.000000000,0.0000,0.0000
33.0,1,32.124999999,126.019508791,0.0003,270.0000
33.0,2,32.060483504,126.000000000,300.0104,180.0000
33.1,0,32.000000000,126.000000000,0.0000,0.0000
33.1,1,32.124999999,126.019476999,0.0003,270.0000
33.1,2,32.060303151,126.000000000,300.0104,180.0000
33.2,0,32.000000000,126.000000000,0.0000,0.0000
